gan,label,name,seed,snapshot
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_2746547-lb_1--00c39b55.png,2746547,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_940198-lb_1--20333b92.png,940198,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_8078680-lb_1--be2f8393.png,8078680,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_6323315-lb_1--82f5c6ba.png,6323315,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_1878996-lb_1--9879488d.png,1878996,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_6052038-lb_1--32e6fb31.png,6052038,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_67685-lb_1--22791c8f.png,67685,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_4891948-lb_1--7f7a2c88.png,4891948,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_8677196-lb_1--aef8605f.png,8677196,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_1375768-lb_1--575ce8db.png,1375768,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_8967432-lb_1--8447cfa4.png,8967432,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_9230197-lb_1--9146fab8.png,9230197,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_8189765-lb_1--54f135ad.png,8189765,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_238723-lb_1--20308a3b.png,238723,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_4879256-lb_1--6e86e682.png,4879256,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_2366724-lb_1--9a3ba734.png,2366724,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_9560996-lb_1--a46c9f06.png,9560996,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_601179-lb_1--b05e9c4f.png,601179,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_6273773-lb_1--f1ed308a.png,6273773,10007
010-pgan-rsna_1_512x512,1,010-pgan-rsna_1_512x512-seed_3035797-lb_1--af30f8ec.png,3035797,10007
