y_test,DenseNet121_224x224_multi,DenseNet121_224x224,MobileNetV2_224x224
0,0.000113467846,0.0029514406,2.638348e-06
0,0.00027588446,6.0145587e-05,1.415275e-05
0,0.005296421,6.1222214e-05,4.374825e-06
0,0.057292983,0.038376667,0.7703368
0,0.0051148576,0.00034342209,6.942743e-06
0,0.0030778195,1.27255635e-05,1.5324761e-06
0,0.010395139,3.7693808e-05,8.7893085e-08
0,9.580102e-06,0.00034918517,0.00052550115
0,0.00093207275,0.00026009642,2.2751929e-05
0,0.018659603,4.7905282e-06,1.5046221e-06
0,0.00027931848,5.103509e-05,0.0024237079
0,0.0007604655,0.00020271714,3.086933e-05
0,0.32631302,9.724477e-05,0.0012095579
0,0.0029134746,0.0015225346,0.00040823396
0,0.0021114533,0.0004284456,0.05393609
0,8.340317e-05,0.00048736422,0.00077871693
0,3.0069239e-05,1.6265804e-07,3.8531025e-06
0,0.0018833473,2.6907437e-05,0.0028483025
0,3.25365e-05,7.301603e-07,0.019459294
0,0.00033624022,6.495574e-07,2.8561813e-05
0,2.5595884e-05,7.6871824e-05,0.0071715834
0,0.08943795,0.9974595,0.88259375
0,0.0010088452,0.9817498,0.012863548
0,1.9015331e-05,5.2072e-05,0.00031376866
0,0.0062316484,0.88132703,0.04883728
0,0.23624706,8.582738e-05,0.057938877
0,0.003035742,7.379493e-05,0.0419884
0,9.8914184e-05,0.0003787756,1.7496016e-06
0,0.00056879356,0.0022103859,1.7160417e-05
0,0.00039882545,0.00012575988,5.68886e-05
0,0.0003001224,7.3338765e-06,0.00034859398
0,0.15852588,9.01939e-05,7.4309123e-06
0,0.009710439,0.00039278134,0.0011328392
0,0.0686288,2.2762042e-05,0.00014176617
0,0.07485027,2.0880732e-05,0.0008679106
0,0.00022837207,0.0003213639,1.469452e-05
0,0.0034433212,0.0049203485,0.11827898
0,3.3076576e-05,7.0441633e-06,0.0018232187
0,0.0006340049,0.0013227112,0.44254914
0,0.010804052,0.00016752472,0.0042271134
0,7.4859505e-05,0.013239768,0.00072478293
0,0.008802659,0.017022386,0.012518781
0,0.00069576694,7.036712e-05,0.9348652
0,0.00026617394,4.0645555e-05,1.0181816e-06
0,0.004858346,0.028640097,0.03278794
0,6.7121175e-05,0.001901595,3.330538e-06
0,3.9968974e-05,0.00025724864,1.8053766e-05
0,1.6266862e-05,0.0048849047,5.4635002e-05
0,0.008380172,0.11808735,0.03443208
0,0.0010542063,0.07837715,2.8892642e-05
0,0.00035202876,0.00042232708,0.0028005142
0,0.009284439,0.00012467215,0.2659115
0,0.00054746546,0.045507856,0.5764915
0,0.0019914529,0.02252412,0.2624641
0,0.00079332455,1.69991e-05,3.661684e-05
0,7.00038e-08,1.1668969e-12,1.488257e-08
0,1.0608204e-06,2.4917763e-12,1.5860498e-06
0,4.218385e-05,2.4026545e-10,0.00019870605
0,1.6726222e-08,5.1450655e-16,3.6474043e-07
0,9.4546696e-05,1.698399e-11,0.02796835
0,1.002819e-06,4.4260663e-14,0.00069172896
0,9.236859e-06,1.1379856e-10,1.768349e-06
0,1.7642638e-08,1.5956207e-14,0.01992573
0,1.49223215e-05,3.5558795e-11,1.0596127e-05
0,1.0434418e-05,3.1482386e-11,0.00027224337
0,7.896738e-05,6.703431e-09,9.637086e-08
0,1.8915572e-06,1.5903748e-16,2.7670135e-08
0,6.960477e-07,6.290758e-21,9.9340305e-09
0,1.1563965e-05,1.0707267e-09,2.971175e-10
0,6.629307e-06,1.8408887e-15,1.2291704e-10
0,1.977171e-08,1.551257e-12,3.1963803e-09
0,1.03813726e-07,1.0311923e-08,7.655237e-09
0,5.9199706e-08,8.2739735e-12,2.3010081e-07
0,3.1702536e-09,2.2798269e-17,3.3696295e-05
0,1.1733145e-10,7.6814056e-16,8.008016e-10
0,1.5679367e-07,9.048717e-12,1.718726e-07
0,2.3314178e-07,2.0366156e-13,0.00017821266
0,0.0009395454,1.1616312e-09,5.0011568e-06
0,2.512648e-06,3.978604e-09,7.473561e-06
0,1.0662228e-05,1.4054277e-11,9.060474e-09
0,2.8396857e-06,1.0182487e-10,5.2686937e-06
0,0.039602716,1.8949522e-09,1.2110662e-06
0,0.00095356075,1.6660654e-07,0.12013516
0,0.0009037102,2.4347745e-08,4.1465262e-09
0,0.008036224,7.760455e-09,3.4692143e-06
0,1.3985535e-05,2.9809252e-11,0.0109367855
0,9.668769e-09,3.4640204e-06,6.559437e-05
0,5.9157266e-08,9.107707e-09,1.3793136e-06
0,0.0007073834,9.57499e-09,0.024115285
0,4.014663e-07,8.714802e-09,0.00018224839
0,1.1097177e-06,1.6485233e-11,9.398071e-09
0,3.1428021e-07,2.5752886e-10,1.967379e-05
0,0.0001443036,5.1822313e-10,3.0691385e-07
0,6.12482e-05,9.37321e-12,0.0004136949
0,4.3849664e-06,3.4718086e-13,0.00013852897
0,0.00059609726,1.1519062e-12,2.808022e-07
0,7.240913e-07,4.6897924e-13,4.5819338e-08
0,3.5246165e-05,2.3740718e-08,1.9047402e-05
0,1.3746321e-06,2.0846651e-14,2.2795626e-05
0,3.078144e-05,1.944919e-11,0.00039616163
0,2.2584337e-07,2.5423198e-11,3.1055944e-08
0,2.0578909e-07,4.827281e-08,2.3297389e-08
0,5.0947557e-07,2.954746e-14,1.1546862e-09
0,2.7608445e-05,2.2808667e-13,5.164295e-09
0,7.027021e-07,3.1965443e-13,4.5529194e-10
0,0.0005966423,5.828915e-11,3.3000424e-07
0,0.007152579,1.1234901e-07,2.5851423e-09
0,1.6949178e-05,0.00089437317,0.0001365915
0,0.0018745593,0.00020317263,1.21967705e-05
0,0.025752062,2.9379855e-06,1.076603e-07
0,5.283714e-06,2.1524277e-06,0.04278742
0,2.3735638e-06,0.001259927,0.035202082
0,1.7663635e-05,5.4319827e-07,0.91146225
0,0.000119579534,2.705606e-05,0.82060874
0,8.449582e-06,3.7806434e-09,0.9516015
0,9.838092e-07,5.3278453e-15,4.3752067e-08
0,0.00012887569,1.5778248e-11,3.324462e-10
0,2.1558655e-07,2.0733528e-07,5.393637e-09
0,3.3654612e-09,1.194817e-09,2.036883e-06
0,1.0249361e-06,3.5669772e-12,7.2019764e-05
0,2.6148086e-08,4.701668e-13,0.015319504
0,2.027884e-08,1.38608e-10,4.4336466e-05
0,6.463287e-08,1.0682589e-12,0.000304823
0,1.3367872e-09,2.1684943e-14,3.058209e-05
0,1.6750284e-09,2.8822038e-12,0.0026428867
0,1.1029851e-08,3.433115e-13,4.117859e-10
0,1.023366e-09,1.2087129e-15,1.279773e-12
0,4.0349758e-07,7.3354425e-15,2.2045333e-07
0,2.5823481e-09,6.158255e-14,1.3565544e-09
0,2.889073e-08,1.3242177e-13,5.671276e-12
0,4.759825e-06,1.13508285e-14,8.404219e-09
0,1.19040166e-07,2.3371268e-12,5.9895582e-12
0,7.0246533e-09,3.001132e-11,7.782058e-11
0,4.0722764e-10,4.5036867e-11,3.816505e-10
0,1.17470185e-08,1.9978089e-11,3.3207124e-09
0,0.0173453,3.5333994e-06,0.27779487
0,0.1038254,2.5143623e-09,0.066414244
0,0.0059483987,1.4832007e-09,0.0022038755
0,0.0021920314,1.9931951e-08,0.0009582708
0,0.46188,6.239118e-08,0.005575276
0,0.00011503359,3.1665792e-09,0.0054099523
0,6.21443e-05,3.3160665e-09,0.23277308
0,0.0011085558,2.9274552e-10,0.044267178
0,2.376953e-05,3.3159828e-10,0.0019046864
0,1.0292262e-05,1.7448322e-10,0.000111429516
0,0.000109920795,1.4013245e-06,0.4119761
0,0.0032685448,3.761455e-08,0.65632826
0,0.009951657,7.770187e-07,0.11264026
0,2.437214e-05,9.9604065e-08,1.2537191e-05
0,0.005892881,6.471744e-07,0.021641042
0,0.024254885,3.7148684e-08,0.05257307
0,0.005064083,5.2477e-10,0.0032823917
0,8.344199e-05,5.669524e-12,0.00011985773
0,0.0008941265,2.0597456e-10,0.000506264
0,0.0057855346,8.926953e-12,0.0678155
0,0.03868055,8.337868e-06,0.0029524877
0,0.018973555,2.4465228e-06,0.86634725
0,0.00062018906,1.4904706e-06,0.19307564
0,7.148169e-05,2.1354603e-07,0.38394314
0,0.007240293,1.3704262e-07,0.34621128
0,0.027409462,7.7194076e-05,0.15045996
0,0.0013101639,7.94991e-06,0.433323
0,0.0002277126,1.369197e-07,0.20221159
0,0.0143829705,6.089626e-06,0.81044817
0,0.015236611,2.213515e-06,0.9631804
0,1.2225322e-05,3.0532927e-11,0.63614285
0,2.8947026e-05,6.873473e-15,0.8076037
0,4.339536e-07,5.5228673e-14,0.060465503
0,4.0297044e-05,6.4765375e-13,0.550261
0,0.00067364937,2.0595442e-11,0.3403956
0,2.8129398e-06,9.91668e-11,0.0179653
0,0.000558641,1.1480622e-10,0.0054698656
0,0.0021424764,3.1622202e-10,0.05114937
0,5.319842e-05,3.0071957e-14,0.025743287
0,7.3952164e-05,1.4342466e-11,0.1977024
0,0.00092328445,1.2762265e-08,0.0029200658
0,0.02682596,1.8616154e-07,0.11564975
0,0.0008749519,3.2577638e-09,0.026898315
0,0.001712903,2.747692e-07,0.003997328
0,0.0039387224,9.5417036e-08,0.028483722
0,0.052858286,4.5604246e-08,0.013460781
0,0.006671781,4.4167773e-08,0.64383376
0,0.098899975,3.2094067e-07,0.9737666
0,0.0002667969,6.637947e-08,0.0007251035
0,0.0017752926,5.1569746e-08,0.08072311
0,7.696225e-05,5.2547335e-09,0.0009628802
0,0.000490987,1.9551807e-07,0.0034732113
0,0.0031128544,6.805809e-07,0.41277868
0,0.00038196225,4.5663435e-07,0.09695915
0,0.0002885019,3.0968976e-09,0.032891314
0,0.0031068455,7.484299e-07,0.12689292
0,0.0007825363,4.0876493e-08,0.004593137
0,0.02867517,4.013964e-05,0.2736156
0,0.001443727,4.374619e-07,0.31023708
0,0.014220667,4.070478e-06,0.8007108
0,0.00032939127,4.9197872e-08,0.022979366
0,0.0020224892,5.063771e-09,0.001303199
0,0.0060058096,2.5000277e-06,0.09502855
0,0.00023854556,1.0592085e-07,0.01586119
0,0.0008797687,1.5526158e-08,0.74910784
0,0.08562927,9.570863e-09,0.2199356
0,0.00078820914,4.2832133e-09,0.0021333557
0,1.7462597e-05,6.350828e-11,0.068111874
0,8.795541e-05,3.080354e-10,0.073869795
0,0.00488867,4.9429225e-09,0.14016365
0,0.02328327,1.1600901e-09,0.92662704
0,0.009187623,7.443925e-12,0.15018274
0,0.05947066,7.7268126e-08,0.04821187
0,0.039592296,3.5217994e-07,0.95585334
0,0.024199884,9.684858e-10,0.77662086
0,0.16896255,1.0377725e-12,0.030842263
0,0.0013972803,2.1739777e-10,4.803613e-05
0,0.002762581,4.747043e-11,0.26245582
0,0.15455331,1.402745e-10,0.015241871
0,0.0066257976,5.468601e-10,0.004545986
0,0.0001560365,7.702569e-07,0.00013599457
0,0.003516285,5.0153096e-07,0.0015311759
0,1.8172602e-06,1.2945036e-11,9.38797e-08
0,1.3209098e-05,0.0005205336,0.0034301188
0,2.1866779e-06,4.6613578e-11,5.2423562e-05
0,0.0001677498,1.070227e-08,0.736988
0,5.7289933e-05,6.0934194e-06,3.901675e-06
0,9.628861e-07,4.7284416e-09,0.02954642
0,1.3139319e-06,3.267038e-11,0.0013714945
0,4.9482584e-05,1.5358333e-08,0.5253721
0,0.0031840056,0.18219122,0.0073335073
0,4.439067e-06,9.6960314e-08,0.000114144685
0,0.0072748135,0.06707255,0.20481141
0,0.0004514933,0.00051095587,0.004837603
0,1.0571539e-05,1.1961353e-06,0.45267084
0,0.002328488,1.0276506e-07,8.569458e-08
0,0.17140022,0.0011639367,0.013325418
0,0.9772514,0.90412086,0.99907887
0,0.001025124,2.382113e-06,8.639148e-05
0,0.016996006,0.0006692742,4.4445237e-06
0,0.00013641306,1.9447943e-06,5.618503e-07
0,0.32078168,0.0074051376,0.104014516
0,0.10936776,0.67808825,0.9970086
