y_true,NASNetLarge_224x224_noaug,ResNet50_224x224,DenseNet121_96x96_noaug,NASNetMobile_224x224_noaug,ResNet50_96x96_noaug,DenseNet121_96x96,NASNetMobile_96x96_noaug,ResNet50_224x224_noaug,InceptionResNetV2_224x224,InceptionResNetV2_96x96_noaug,NASNetLarge_96x96_noaug,NASNetMobile_96x96,InceptionResNetV2_96x96,NASNetLarge_96x96,NASNetMobile_224x224,InceptionResNetV2_224x224_noaug,DenseNet121_224x224,DenseNet121_224x224_noaug,ResNet50_96x96
0,0.041292064,0.00054238195,0.0010991833,0.11514282,0.04047279,0.001557006,0.11524608,0.021197038,0.0027283165,0.036104497,1.9933097e-30,0.023625495,0.049224667,1.0791823e-35,2.2493568e-11,0.00025751098,0.029543445,0.010320416,0.75232303
0,0.049408257,0.00035278083,0.15058163,0.13183053,0.0005203055,0.0461915,0.57033473,0.00020321587,0.0015001369,0.47312567,0.0,0.5026799,0.9204454,6.876015e-23,1.310287e-12,0.0020124873,0.011733615,0.0071045766,0.47787014
0,0.0041163964,0.005021534,0.004744443,0.23469268,0.117275335,0.004348963,0.004366943,0.0012904869,8.298667e-05,0.9901502,1.2463672e-09,0.92871,0.9821797,0.0033565145,5.228084e-08,0.0009833646,0.04149151,0.0038688378,0.9457375
0,0.001378583,6.987839e-06,8.231437e-05,0.0014812477,0.0021181551,2.969621e-05,0.007972513,0.0090830065,7.3151244e-07,0.006277664,1.5050811e-17,0.038502876,0.027621312,0.0015941937,1.3834801e-11,0.001069598,2.494229e-05,5.999293e-05,0.02288871
0,0.00090140983,0.009779489,0.00018263215,0.07101573,0.0058134184,9.1436516e-05,0.02591583,0.0072655836,6.165569e-06,0.48344877,0.0,0.008661118,0.8546286,5.817221e-05,6.938534e-10,0.0038889628,2.0859836e-05,0.002085087,0.05308436
0,0.023629175,0.00026649973,0.11813758,0.00096265273,0.034253266,0.00035701928,0.5508536,0.0075205327,0.0033154967,0.81009644,3.1458685e-06,0.63853765,0.9208166,2.6567076e-10,1.323206e-12,0.00067399035,0.009905394,0.0012680545,0.8035025
0,0.0036585634,7.638637e-06,0.0057170177,0.03902156,0.029413927,0.96843934,0.49282023,0.00048517753,1.5713319e-07,0.78358,1.7871007e-12,0.43618137,0.78207743,5.676634e-05,1.24258905e-08,0.0029966487,0.006800565,0.009776087,0.9477182
0,0.0032507898,2.5889223e-05,1.9273043e-07,0.013069296,0.0020497476,0.0007694546,0.17516191,1.2916817e-05,0.0020576606,0.67645514,1.6492232e-24,0.42219526,0.27870125,0.00021547553,1.1769298e-10,0.005003125,0.0018723755,0.00019878526,0.27835584
0,0.0018568593,1.383852e-05,2.890135e-05,0.013202237,0.0009811363,0.0012564296,7.48977e-05,0.005051332,0.001064674,0.72437596,4.82393e-31,0.00045821525,0.932668,1.0750711e-05,1.3531407e-09,0.0059067607,0.00056260295,0.01046592,0.58858657
0,0.008801328,0.00031661824,0.004731714,0.021910002,0.018835787,0.0005337753,0.027411886,0.025301507,0.0019686653,0.0019817178,2.331832e-06,0.0003509705,0.21552786,0.09962909,1.8084707e-07,0.00022436115,8.907634e-05,0.015543239,0.09405726
0,0.003700475,5.5717724e-06,8.52282e-07,0.002203175,0.00024798358,8.5158135e-05,1.8841612e-06,0.005025397,0.000981945,0.09872687,0.0,0.026708907,0.10593255,2.1113493e-20,3.088954e-11,0.0003079065,0.001823853,0.00068826356,0.60415757
0,2.4168506e-07,7.449415e-10,1.3550631e-08,0.00434948,0.00011875105,8.966488e-07,5.787607e-06,1.0364183e-05,3.3342865e-21,0.00013742775,0.0,5.4948714e-08,2.2056227e-07,0.0,2.333547e-22,0.00023404587,7.195178e-07,1.5492545e-06,0.0072577735
0,0.000716044,1.407331e-09,4.0038946e-16,0.0018112073,3.1031937e-05,4.976679e-08,7.926477e-05,0.00010066253,2.5345641e-18,5.6664874e-05,0.0,2.3578012e-05,2.704654e-06,0.0,3.4647463e-19,3.514925e-06,8.953347e-06,0.00036691173,0.004298216
0,0.0012405444,3.1719197e-11,4.664426e-11,0.001718109,5.5836023e-05,1.4976546e-06,0.07450954,2.503745e-05,3.443681e-09,6.2540346e-07,1.7978437e-26,1.04552555e-05,1.0,0.0,1.0707197e-18,7.624612e-06,6.146973e-05,5.206569e-05,0.00032927355
0,3.5938163e-05,2.9920033e-23,4.57018e-18,9.1011214e-05,1.4111996e-08,1.7611539e-08,9.974209e-08,4.4211407e-05,1.6317163e-21,5.0068894e-07,0.0,6.5480117e-07,2.5098257e-12,0.0,2.4128572e-19,9.7602495e-08,7.9267644e-05,3.4169473e-06,1.32642e-05
0,0.4512588,4.6259585e-10,3.7160173e-06,0.21368848,0.00059405516,0.00021565745,0.0032229559,0.00014585465,2.789388e-14,3.0199967e-06,0.0,0.055009175,1.0961814e-12,0.00020848832,4.389262e-21,2.1232431e-08,4.2785727e-05,0.00011432945,0.00040776122
0,0.0016526929,3.8199754e-08,6.556404e-10,0.0016959816,0.00011931334,0.000112225964,0.07087807,3.4098033e-05,1.8912357e-14,3.401009e-05,4.398086e-25,0.00012249117,1.0,6.814264e-22,2.5649358e-21,3.4569408e-07,1.264512e-06,4.6218534e-05,0.0015106502
0,0.0040343245,6.5943227e-12,1.8311679e-11,0.0008428564,6.0702037e-05,1.0919183e-06,1.8903358e-05,0.028829088,6.129577e-11,0.0047718557,1.7076443e-29,1.2528967e-07,3.7570795e-09,1.6043298e-07,2.0033299e-19,0.007876624,2.416022e-06,0.002713289,0.005439321
0,0.0017072854,5.0431315e-14,1.5512309e-15,0.00032409607,9.6692485e-09,7.4868947e-13,1.7415564e-11,4.4460434e-05,4.701348e-27,3.5492786e-08,0.0,3.2568394e-08,4.203582e-13,0.0,6.793196e-20,0.004970292,1.3624592e-06,0.00015541908,0.0030125852
0,0.032204624,0.0018899126,1.4350374e-07,0.0005817464,0.00041455476,3.0589052e-07,9.664532e-08,0.0045661246,9.63282e-13,0.0034040455,0.0,2.6394997e-05,0.0007081176,0.0,3.859823e-13,0.0002268843,0.000666104,0.007845552,0.031192457
0,0.0021465037,6.526958e-10,1.5113821e-12,0.0019995759,0.0016664078,6.7738683e-06,5.676936e-07,6.830318e-05,3.071528e-07,1.6933553e-05,0.0,0.00022686008,6.8341865e-07,1.7994919e-17,3.446786e-11,0.0011576794,0.000830206,0.02218797,0.1641842
0,0.0019733731,0.105902314,8.553993e-06,7.4485586e-05,0.0001227894,0.00038351238,0.054384574,1.928582e-05,0.045624245,0.00010120846,0.0,7.616465e-06,0.00022661473,6.4936356e-38,7.4115216e-09,0.00080586696,0.0004022873,0.04233465,6.563635e-05
0,0.0017930774,0.059118707,0.00022633788,0.0073339343,0.0017733966,8.524994e-06,7.539796e-05,0.00085225806,0.0029140315,1.8401076e-17,1.7184196e-37,0.00028893683,6.4945894e-08,1.4978132e-09,1.7680711e-11,0.00050700456,0.019228589,0.7984752,7.093563e-06
0,0.012538129,9.428586e-05,2.1902522e-13,0.0040137484,1.01315845e-05,4.3843795e-07,0.00013543604,3.4423742e-06,1.0821271e-10,0.00014962268,0.0,0.00013105442,1.3017974e-12,4.229832e-21,3.476683e-22,0.00013255114,0.00014415591,0.0012066156,6.9063235e-06
0,0.0006628069,4.1140033e-06,1.4946306e-21,7.6345175e-05,1.5288866e-06,6.7271393e-09,0.0018610246,8.697285e-20,7.4107817e-07,0.00024900262,0.0,0.00018991144,1.0632547e-11,0.0,2.2463542e-27,0.00021269296,0.001036491,2.9445293e-06,1.8053577e-05
0,0.0006503245,2.5725897e-09,6.8459615e-14,0.00010907067,8.5956066e-07,2.1797096e-08,6.850978e-06,5.3313495e-05,4.783335e-11,0.0017958242,1.5696173e-31,5.9301383e-05,4.8323694e-14,4.1687484e-23,3.9107645e-12,1.586941e-06,8.9147676e-07,0.01811098,0.002709223
0,0.0011473277,3.1454338e-12,2.2920103e-08,0.00015749437,0.00011787412,7.988279e-09,1.1594468e-06,4.077784e-07,3.2141922e-22,3.174262e-05,0.0,2.4418753e-06,2.184938e-19,0.0,1.1441234e-17,1.2506816e-10,0.00061106944,4.1261083e-09,6.551172e-08
0,0.04268487,0.1193306,0.00397137,0.28984,2.2815895e-05,1.1177686e-05,0.000775326,5.355247e-06,0.0003596072,0.0012927705,2.1663084e-32,1.7491944e-05,0.005068867,3.304228e-13,1.9974937e-10,0.003790782,0.006036463,0.036999714,7.598146e-06
0,0.0037021665,0.947825,1.1630223e-05,0.0069862674,1.3085074e-05,1.0634961e-07,9.435265e-06,0.008793501,0.09609443,0.018864477,0.0,0.012401936,0.004151717,6.574164e-09,4.5895387e-10,0.00084222323,0.07108161,0.016156608,0.002326301
0,0.0019836521,0.9993717,0.003791807,0.0010689665,0.010369561,7.0716465e-07,2.284298e-05,0.038294833,0.98389417,0.8324843,0.0,8.545269e-08,1.6618033e-09,5.127073e-26,5.0670626e-14,0.007832354,0.17900376,0.017208165,0.12581064
0,0.96302164,0.32754624,0.008329695,0.08783639,0.0024923163,2.3187276e-05,0.00106645,0.01519079,0.0040867017,0.03818005,1.26663485e-20,0.0016898972,0.010542816,9.471769e-19,0.0005058029,0.0033658687,0.0002675902,0.07339965,0.0008577899
0,0.11136886,0.99623066,0.042977314,0.2524335,0.001337787,0.00080066966,0.0045846626,0.7749585,0.67268115,0.013554024,8.844008e-09,0.00015231335,9.956956e-06,1.9864486e-14,0.8225763,0.028062884,0.0414901,0.6798725,0.0037405095
0,0.009101042,0.9997359,0.024904668,0.3559383,0.0011956829,8.137636e-07,1.8138708e-05,0.52700514,0.75617486,0.013777276,4.6942964e-23,0.06242864,3.1823183e-05,0.00046002032,2.9766744e-08,0.04563961,0.23934591,0.8179476,0.0335859
0,0.048519693,0.023992922,0.026599564,0.4624022,2.2358854e-06,1.8445688e-05,0.018538732,0.0013176944,4.1282497e-09,0.008326135,1.9487042e-21,0.0077110576,0.0045377337,4.9070375e-05,2.4973542e-11,0.00036937508,3.5813282e-05,0.018090183,2.0830174e-05
0,0.0064474335,0.028548889,1.4453081e-05,0.037997372,2.170049e-07,6.0778024e-05,0.020541925,0.021140018,4.769213e-07,0.3750759,0.0,4.1847557e-05,0.00031867847,0.0,8.90981e-15,0.024340777,0.0045298613,0.003921559,0.00015073719
