Unnamed: 0,label,name,seed,snapshot,gan,type
9693,0,-seed_5105778-lb_0--72920b8a.png,5105778,10526,stylegan,stylegan
13182,0,-seed_9789976-lb_0--1870269e.png,9789976,10526,stylegan,stylegan
10933,0,-seed_8502472-lb_0--66c1b37f.png,8502472,10526,stylegan,stylegan
7615,0,-seed_4198142-lb_0--6992e222.png,4198142,10526,stylegan,stylegan
9158,0,-seed_2519204-lb_0--b56af1cd.png,2519204,10526,stylegan,stylegan
6136,0,-seed_6212998-lb_0--f0fd50b4.png,6212998,10526,stylegan,stylegan
697,0,-seed_9849111-lb_0--3caab580.png,9849111,10526,stylegan,stylegan
680,0,-seed_4996502-lb_0--7405c01e.png,4996502,10526,stylegan,stylegan
855,0,-seed_9850415-lb_0--17c28615.png,9850415,10526,stylegan,stylegan
8696,0,-seed_4551394-lb_0--aec8b59e.png,4551394,10526,stylegan,stylegan
12979,0,-seed_8433359-lb_0--44a1cc83.png,8433359,10526,stylegan,stylegan
11608,0,-seed_7799900-lb_0--f046c638.png,7799900,10526,stylegan,stylegan
1706,0,-seed_9802514-lb_0--dbbf8831.png,9802514,10526,stylegan,stylegan
6639,0,-seed_3021785-lb_0--8edd55b5.png,3021785,10526,stylegan,stylegan
8088,0,-seed_730636-lb_0--e7fe2830.png,730636,10526,stylegan,stylegan
12352,0,-seed_5399639-lb_0--016c66f3.png,5399639,10526,stylegan,stylegan
8590,0,-seed_5645138-lb_0--aac86a68.png,5645138,10526,stylegan,stylegan
8199,0,-seed_9495704-lb_0--fd7bee08.png,9495704,10526,stylegan,stylegan
6483,0,-seed_4046973-lb_0--1ee0cf96.png,4046973,10526,stylegan,stylegan
665,0,-seed_8007964-lb_0--a9fd88d2.png,8007964,10526,stylegan,stylegan
5254,0,-seed_5020870-lb_0--02f39b42.png,5020870,10526,stylegan,stylegan
6067,0,-seed_4935459-lb_0--2a505d83.png,4935459,10526,stylegan,stylegan
10732,0,-seed_9476056-lb_0--a3d35323.png,9476056,10526,stylegan,stylegan
4747,0,-seed_2950498-lb_0--46cd94fc.png,2950498,10526,stylegan,stylegan
781,0,-seed_4213882-lb_0--f8cd978c.png,4213882,10526,stylegan,stylegan
4348,0,-seed_7581570-lb_0--61566c20.png,7581570,10526,stylegan,stylegan
918,0,-seed_2669964-lb_0--6229c75f.png,2669964,10526,stylegan,stylegan
5582,0,-seed_3992078-lb_0--acf4814d.png,3992078,10526,stylegan,stylegan
8274,0,-seed_3791918-lb_0--022bdb87.png,3791918,10526,stylegan,stylegan
11829,0,-seed_2872338-lb_0--bb5617ee.png,2872338,10526,stylegan,stylegan
3051,0,-seed_6179801-lb_0--a5a953c9.png,6179801,10526,stylegan,stylegan
6333,0,-seed_6277442-lb_0--8068a445.png,6277442,10526,stylegan,stylegan
1579,0,-seed_9051374-lb_0--301be6ce.png,9051374,10526,stylegan,stylegan
7211,0,-seed_593969-lb_0--2a04a75c.png,593969,10526,stylegan,stylegan
7901,0,-seed_6294252-lb_0--ba3c45db.png,6294252,10526,stylegan,stylegan
312,0,-seed_468602-lb_0--2918cdb2.png,468602,10526,stylegan,stylegan
11634,0,-seed_8355070-lb_0--273cfda1.png,8355070,10526,stylegan,stylegan
14006,0,-seed_5609420-lb_0--42a4840c.png,5609420,10526,stylegan,stylegan
4522,0,-seed_9346965-lb_0--d92e0d6a.png,9346965,10526,stylegan,stylegan
14521,0,-seed_9100177-lb_0--5ef8d7ba.png,9100177,10526,stylegan,stylegan
2890,0,-seed_9405846-lb_0--816cbe8d.png,9405846,10526,stylegan,stylegan
1095,0,-seed_4553067-lb_0--3b00300f.png,4553067,10526,stylegan,stylegan
11497,0,-seed_7957680-lb_0--5c521b94.png,7957680,10526,stylegan,stylegan
2847,0,-seed_6254303-lb_0--fbb85699.png,6254303,10526,stylegan,stylegan
13326,0,-seed_3949199-lb_0--583fa1b0.png,3949199,10526,stylegan,stylegan
175,0,-seed_6582086-lb_0--b6865fa0.png,6582086,10526,stylegan,stylegan
443,0,-seed_1074949-lb_0--e7b54ef8.png,1074949,10526,stylegan,stylegan
10517,0,-seed_1522886-lb_0--a181389a.png,1522886,10526,stylegan,stylegan
9189,0,-seed_3048622-lb_0--71ca1237.png,3048622,10526,stylegan,stylegan
9271,0,-seed_2872478-lb_0--84d9ad63.png,2872478,10526,stylegan,stylegan
11474,0,-seed_8085514-lb_0--6523d83c.png,8085514,10526,stylegan,stylegan
6007,0,-seed_1319492-lb_0--28287d20.png,1319492,10526,stylegan,stylegan
12998,0,-seed_3477142-lb_0--1ee6b374.png,3477142,10526,stylegan,stylegan
9586,0,-seed_4816369-lb_0--cda97752.png,4816369,10526,stylegan,stylegan
3914,0,-seed_3794049-lb_0--aaa00c25.png,3794049,10526,stylegan,stylegan
12443,0,-seed_9260267-lb_0--30736b95.png,9260267,10526,stylegan,stylegan
2452,0,-seed_7075397-lb_0--e4f22f48.png,7075397,10526,stylegan,stylegan
11264,0,-seed_8569495-lb_0--dfb865e9.png,8569495,10526,stylegan,stylegan
6569,0,-seed_5895396-lb_0--0e58559b.png,5895396,10526,stylegan,stylegan
10171,0,-seed_9129593-lb_0--afbaaa4c.png,9129593,10526,stylegan,stylegan
459,0,-seed_1883288-lb_0--3d3f63a7.png,1883288,10526,stylegan,stylegan
13854,0,-seed_7622313-lb_0--543b70f7.png,7622313,10526,stylegan,stylegan
5663,0,-seed_8437000-lb_0--4c96f34a.png,8437000,10526,stylegan,stylegan
132,0,-seed_4246776-lb_0--5f3f78b8.png,4246776,10526,stylegan,stylegan
8704,0,-seed_425079-lb_0--e9bba551.png,425079,10526,stylegan,stylegan
9051,0,-seed_4785752-lb_0--674bd746.png,4785752,10526,stylegan,stylegan
14937,0,-seed_7833233-lb_0--13c1dd0d.png,7833233,10526,stylegan,stylegan
1300,0,-seed_2705681-lb_0--14d50692.png,2705681,10526,stylegan,stylegan
3978,0,-seed_6401827-lb_0--3c554dd4.png,6401827,10526,stylegan,stylegan
4987,0,-seed_1153768-lb_0--7a465b6b.png,1153768,10526,stylegan,stylegan
3721,0,-seed_6457880-lb_0--432bb154.png,6457880,10526,stylegan,stylegan
374,0,-seed_192041-lb_0--a1eede1e.png,192041,10526,stylegan,stylegan
