gan,label,name,seed,snapshot
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6714465-lb_0--75f64df7.png,6714465,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6252036-lb_0--ff4820de.png,6252036,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9566377-lb_0--272df143.png,9566377,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3629326-lb_0--2c848f80.png,3629326,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6071155-lb_0--03fbe790.png,6071155,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4225971-lb_0--6a9deec7.png,4225971,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6107083-lb_0--fb309de3.png,6107083,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6126481-lb_0--6857c7df.png,6126481,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9578764-lb_0--c48b85bf.png,9578764,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6929852-lb_0--a1e7e0c0.png,6929852,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7455882-lb_0--08d7b5b6.png,7455882,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7624047-lb_0--7785e893.png,7624047,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_284780-lb_0--806378dc.png,284780,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1221905-lb_0--0624e75e.png,1221905,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7893558-lb_0--3a390318.png,7893558,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8324863-lb_0--c9d3fb8e.png,8324863,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8384776-lb_0--dc976da8.png,8384776,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4604277-lb_0--96db4478.png,4604277,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3196461-lb_0--85c77d4b.png,3196461,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8684618-lb_0--a0b0bb80.png,8684618,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5954325-lb_0--c1a0b4e2.png,5954325,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3642506-lb_0--76f4902e.png,3642506,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6606779-lb_0--ec497330.png,6606779,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_79865-lb_0--288d5361.png,79865,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9201107-lb_0--d3bfa8bf.png,9201107,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8527099-lb_0--d4a9b3bb.png,8527099,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_890419-lb_0--df0a9ab8.png,890419,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4572157-lb_0--ff247c8b.png,4572157,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_617708-lb_0--da04317c.png,617708,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3475071-lb_0--093669d1.png,3475071,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5084822-lb_0--15d7e584.png,5084822,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2806761-lb_0--e2b0716d.png,2806761,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2615914-lb_0--86da037a.png,2615914,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5621370-lb_0--4c330285.png,5621370,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4421316-lb_0--b30d9a9c.png,4421316,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7771736-lb_0--242bddf7.png,7771736,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1158291-lb_0--2de0b14c.png,1158291,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7219643-lb_0--5a0e307c.png,7219643,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7850333-lb_0--120f2b34.png,7850333,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_371179-lb_0--e2d554d7.png,371179,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2425708-lb_0--a2801d8d.png,2425708,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6626873-lb_0--f12eacca.png,6626873,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1862105-lb_0--73768b96.png,1862105,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8762421-lb_0--bc487aa4.png,8762421,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3991029-lb_0--5c1fa071.png,3991029,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1854614-lb_0--d69b8412.png,1854614,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9907930-lb_0--a8072d45.png,9907930,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9781447-lb_0--b5035b91.png,9781447,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9263431-lb_0--a10876cb.png,9263431,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5043845-lb_0--216db9c3.png,5043845,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_525659-lb_0--f4321faf.png,525659,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3283300-lb_0--283de137.png,3283300,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_636574-lb_0--a45b925c.png,636574,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1309355-lb_0--6e139808.png,1309355,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1864726-lb_0--d04fd623.png,1864726,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9034437-lb_0--7035e244.png,9034437,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6228363-lb_0--d891c074.png,6228363,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3076120-lb_0--1a556d65.png,3076120,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2407326-lb_0--e009b40e.png,2407326,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7277601-lb_0--eccd9be8.png,7277601,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9999985-lb_0--0ca32392.png,9999985,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5342982-lb_0--0dac8549.png,5342982,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5677179-lb_0--66e86607.png,5677179,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8840231-lb_0--521bb6ec.png,8840231,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3532172-lb_0--bbd0e128.png,3532172,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1734524-lb_0--551207ac.png,1734524,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9253248-lb_0--8fa507fd.png,9253248,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4192613-lb_0--d8ae0c1f.png,4192613,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5205086-lb_0--f4ef05ff.png,5205086,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8614701-lb_0--edacda8c.png,8614701,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7284851-lb_0--621e6922.png,7284851,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4517662-lb_0--a731bd19.png,4517662,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5574962-lb_0--fb3c2045.png,5574962,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9633616-lb_0--1197e2fe.png,9633616,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_670491-lb_0--7d614035.png,670491,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2655668-lb_0--6a26c844.png,2655668,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6218164-lb_0--0827401f.png,6218164,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2187445-lb_0--f69f1cfc.png,2187445,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5246546-lb_0--e52fbf78.png,5246546,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7339048-lb_0--0dff5ef7.png,7339048,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_915175-lb_0--cbe75cf3.png,915175,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8274315-lb_0--1c9497c2.png,8274315,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9605322-lb_0--0df88aff.png,9605322,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7031910-lb_0--c948c1fa.png,7031910,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8500332-lb_0--88084e5d.png,8500332,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6499322-lb_0--a7984969.png,6499322,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1500575-lb_0--77395df2.png,1500575,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6939032-lb_0--40001ced.png,6939032,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8661840-lb_0--f7c5ae24.png,8661840,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1730033-lb_0--ce2d6f6d.png,1730033,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1934782-lb_0--5f90ef72.png,1934782,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6052391-lb_0--95f9d85c.png,6052391,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6439972-lb_0--2db71524.png,6439972,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9356247-lb_0--f85902a0.png,9356247,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6174202-lb_0--0a5fdb19.png,6174202,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2807153-lb_0--b6b70f31.png,2807153,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_791331-lb_0--756cb0e2.png,791331,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7542649-lb_0--46929107.png,7542649,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5234550-lb_0--ef9630a8.png,5234550,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7387633-lb_0--d3670435.png,7387633,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9004057-lb_0--2f9c75a4.png,9004057,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4577202-lb_0--1444c8ff.png,4577202,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7969405-lb_0--ad0c161a.png,7969405,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8961968-lb_0--6d3cf879.png,8961968,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7696263-lb_0--e7e8c820.png,7696263,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_696018-lb_0--03964ef8.png,696018,7204
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2842867-lb_0--dc830277.png,2842867,7204
