,name,psi,randomize_noise,seed,snapshot,label
0,psi_-0.5-seed_2730152-lb_0--379cfa66.png,-0.5,True,2730152,009726,0
1,psi_0-seed_9860897-lb_0--939675a6.png,0.0,True,9860897,009726,0
2,psi_1-seed_5686092-lb_0--6528ccf3.png,1.0,True,5686092,009726,0
3,psi_-1-seed_3682483-lb_0--e54a37a2.png,-1.0,True,3682483,009726,0
4,psi_-1-seed_4749148-lb_0--1aac5868.png,-1.0,True,4749148,009726,0
5,psi_1-seed_9630999-lb_0--9e7d3938.png,1.0,True,9630999,009726,0
6,psi_0-seed_6974127-lb_0--4cb9734c.png,0.0,True,6974127,009726,0
7,psi_0.5-seed_6109043-lb_0--a9435455.png,0.5,True,6109043,009726,0
8,psi_0-seed_9328688-lb_0--cb1fb576.png,0.0,True,9328688,009726,0
9,psi_0.7-seed_7370894-lb_0--00022d9c.png,0.7,True,7370894,009726,0
10,psi_-1-seed_5972754-lb_0--28d52f7d.png,-1.0,True,5972754,009726,0
11,psi_-0.5-seed_241255-lb_0--5aed4ace.png,-0.5,True,241255,009726,0
12,psi_0.7-seed_4588370-lb_0--0d9c8480.png,0.7,True,4588370,009726,0
13,psi_-0.5-seed_752145-lb_0--cfbcaf09.png,-0.5,True,752145,009726,0
14,psi_0.5-seed_3111698-lb_0--79dd7da1.png,0.5,True,3111698,009726,0
15,psi_0.5-seed_7840275-lb_0--cf8dd030.png,0.5,True,7840275,009726,0
16,psi_0.7-seed_7117626-lb_0--3a5d5e29.png,0.7,True,7117626,009726,0
17,psi_-0.5-seed_9425326-lb_0--1bb93634.png,-0.5,True,9425326,009726,0
18,psi_-0.5-seed_3740321-lb_0--9f06804c.png,-0.5,True,3740321,009726,0
19,psi_1-seed_663533-lb_0--fddeb177.png,1.0,True,663533,009726,0
20,psi_0.5-seed_9508577-lb_0--6549acb4.png,0.5,True,9508577,009726,0
21,psi_-0.5-seed_4302499-lb_0--47d92f0a.png,-0.5,True,4302499,009726,0
22,psi_1-seed_9493982-lb_0--f1f39453.png,1.0,True,9493982,009726,0
23,psi_-1-seed_2047347-lb_0--589ef6da.png,-1.0,True,2047347,009726,0
24,psi_0.5-seed_1826396-lb_0--2dc3b945.png,0.5,True,1826396,009726,0
25,psi_1-seed_2567499-lb_0--e1d51f06.png,1.0,True,2567499,009726,0
26,psi_0.7-seed_6363316-lb_0--ff37da2a.png,0.7,True,6363316,009726,0
27,psi_0.5-seed_4061965-lb_0--3e1e86eb.png,0.5,True,4061965,009726,0
28,psi_-0.5-seed_3641103-lb_0--d4d69810.png,-0.5,True,3641103,009726,0
29,psi_1-seed_1719189-lb_0--3c3994bd.png,1.0,True,1719189,009726,0
30,psi_-0.5-seed_8448936-lb_0--d76d32dc.png,-0.5,True,8448936,009726,0
31,psi_-0.5-seed_8749699-lb_0--82e64407.png,-0.5,True,8749699,009726,0
32,psi_0.7-seed_3511028-lb_0--22456b6b.png,0.7,True,3511028,009726,0
33,psi_-1-seed_2559969-lb_0--a7bb46c1.png,-1.0,True,2559969,009726,0
34,psi_0.5-seed_8532853-lb_0--818f0f62.png,0.5,True,8532853,009726,0
35,psi_-1-seed_4823811-lb_0--9f30bb88.png,-1.0,True,4823811,009726,0
36,psi_-0.5-seed_5898237-lb_0--44cff91c.png,-0.5,True,5898237,009726,0
37,psi_1-seed_769519-lb_0--9796b4fe.png,1.0,True,769519,009726,0
38,psi_-1-seed_117647-lb_0--ee39df8e.png,-1.0,True,117647,009726,0
39,psi_-1-seed_3292490-lb_0--422ca1f0.png,-1.0,True,3292490,009726,0
40,psi_0-seed_5347064-lb_0--19185b85.png,0.0,True,5347064,009726,0
41,psi_0-seed_6803167-lb_0--4cf62c23.png,0.0,True,6803167,009726,0
42,psi_-0.5-seed_7799865-lb_0--92897383.png,-0.5,True,7799865,009726,0
43,psi_1-seed_7658142-lb_0--19fb8d53.png,1.0,True,7658142,009726,0
44,psi_1-seed_520837-lb_0--37702a7b.png,1.0,True,520837,009726,0
45,psi_1-seed_3785316-lb_0--360107f9.png,1.0,True,3785316,009726,0
46,psi_-1-seed_6702063-lb_0--59afda7e.png,-1.0,True,6702063,009726,0
47,psi_0-seed_7833174-lb_0--4934f533.png,0.0,True,7833174,009726,0
48,psi_0.7-seed_5999484-lb_0--39356bec.png,0.7,True,5999484,009726,0
49,psi_0.5-seed_8794520-lb_0--85d3549e.png,0.5,True,8794520,009726,0
50,psi_1-seed_8131861-lb_0--54b6c86a.png,1.0,True,8131861,009726,0
51,psi_1-seed_7517678-lb_0--4c4ebff4.png,1.0,True,7517678,009726,0
52,psi_1-seed_3414156-lb_0--795a33ed.png,1.0,True,3414156,009726,0
53,psi_0.7-seed_337435-lb_0--404730bc.png,0.7,True,337435,009726,0
54,psi_1-seed_7693181-lb_0--2cc29933.png,1.0,True,7693181,009726,0
55,psi_0-seed_5817747-lb_0--83c9b3c3.png,0.0,True,5817747,009726,0
56,psi_0-seed_3002516-lb_0--80ab4269.png,0.0,True,3002516,009726,0
57,psi_0.7-seed_3410091-lb_0--a9c56df1.png,0.7,True,3410091,009726,0
58,psi_1-seed_1491012-lb_0--36049bb4.png,1.0,True,1491012,009726,0
59,psi_1-seed_8403641-lb_0--aa0f9c1c.png,1.0,True,8403641,009726,0
60,psi_1-seed_9832629-lb_0--51554c92.png,1.0,True,9832629,009726,0
61,psi_0.7-seed_999261-lb_0--45dabeea.png,0.7,True,999261,009726,0
62,psi_0-seed_8210950-lb_0--8fbe98be.png,0.0,True,8210950,009726,0
63,psi_0-seed_5532614-lb_0--8ca07596.png,0.0,True,5532614,009726,0
64,psi_0.5-seed_3463504-lb_0--e639b9a0.png,0.5,True,3463504,009726,0
65,psi_0-seed_4269893-lb_0--dc990377.png,0.0,True,4269893,009726,0
66,psi_0.5-seed_7985275-lb_0--e40c5f8b.png,0.5,True,7985275,009726,0
67,psi_-1-seed_2108573-lb_0--9f0d7dfd.png,-1.0,True,2108573,009726,0
68,psi_0-seed_7127948-lb_0--a4809170.png,0.0,True,7127948,009726,0
69,psi_0.5-seed_4560374-lb_0--55c1aa03.png,0.5,True,4560374,009726,0
70,psi_0.7-seed_3704694-lb_0--dd4c7578.png,0.7,True,3704694,009726,0
71,psi_-0.5-seed_4149621-lb_0--b1bb5554.png,-0.5,True,4149621,009726,0
72,psi_0.5-seed_7371067-lb_0--4d43ae95.png,0.5,True,7371067,009726,0
73,psi_-0.5-seed_2488036-lb_0--9066decf.png,-0.5,True,2488036,009726,0
74,psi_-0.5-seed_8995182-lb_0--1032e2e5.png,-0.5,True,8995182,009726,0
75,psi_0-seed_8320940-lb_0--b2721b1a.png,0.0,True,8320940,009726,0
76,psi_0.5-seed_9811066-lb_0--99312859.png,0.5,True,9811066,009726,0
