gan,label,name,seed,snapshot,type
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4997864-lb_0--005c5e2c.png,4997864,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7999990-lb_0--e844d114.png,7999990,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9568816-lb_0--a55d3259.png,9568816,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8001862-lb_0--756f96a3.png,8001862,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1923225-lb_0--b9585891.png,1923225,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8042254-lb_0--c9e5cdf4.png,8042254,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2346355-lb_0--b968b5af.png,2346355,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3561531-lb_0--8eae1cee.png,3561531,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_877646-lb_0--d7d195cc.png,877646,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8125878-lb_0--3dfef3f3.png,8125878,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8699474-lb_0--3c89962e.png,8699474,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2289981-lb_0--c7e7841d.png,2289981,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6469337-lb_0--c46b989a.png,6469337,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1336921-lb_0--80d206aa.png,1336921,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5032408-lb_0--a925d59d.png,5032408,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4707407-lb_0--1ecf5444.png,4707407,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_100602-lb_0--99ecac91.png,100602,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1696446-lb_0--2dc98e18.png,1696446,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5122183-lb_0--3008987e.png,5122183,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8545489-lb_0--3f6e8804.png,8545489,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8126899-lb_0--89f97398.png,8126899,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9295511-lb_0--33adb3e0.png,9295511,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6163265-lb_0--ab33cfea.png,6163265,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7794932-lb_0--2a200bb3.png,7794932,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1713255-lb_0--4f8b65e1.png,1713255,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5160677-lb_0--275746b1.png,5160677,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6971114-lb_0--d0bddb0f.png,6971114,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5447244-lb_0--704894d6.png,5447244,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3539223-lb_0--c804f009.png,3539223,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9196774-lb_0--965ae94c.png,9196774,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8615103-lb_0--aea6b9e3.png,8615103,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2796246-lb_0--b8db54d0.png,2796246,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3051763-lb_0--1cacb5b8.png,3051763,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4331805-lb_0--85f5f4a9.png,4331805,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2991086-lb_0--f43d9651.png,2991086,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8731330-lb_0--97ad3dde.png,8731330,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7194402-lb_0--b71ef50e.png,7194402,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2506851-lb_0--c28053cb.png,2506851,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5016736-lb_0--a4362e5f.png,5016736,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5781498-lb_0--d47179b8.png,5781498,10000,pggan
