gan,label,name,seed,snapshot,type
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4916699-lb_0--1eb0e43f.png,4916699,7204,pggan
stylegan,0,-seed_2898016-lb_0--7211484d.png,2898016,10526,stylegan
stylegan,0,-seed_3830940-lb_0--5bf6678b.png,3830940,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6399234-lb_0--9b60d106.png,6399234,7204,pggan
stylegan,0,-seed_9519480-lb_0--8b72bb3b.png,9519480,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9658784-lb_0--ebd1152f.png,9658784,7204,pggan
stylegan,0,-seed_2412171-lb_0--090cc00f.png,2412171,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5749473-lb_0--684cdd2a.png,5749473,10512,pggan
stylegan,0,-seed_5316561-lb_0--6210696e.png,5316561,10526,stylegan
stylegan,0,-seed_5146730-lb_0--df45d784.png,5146730,10526,stylegan
stylegan,0,-seed_839596-lb_0--b3b99b0b.png,839596,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8448682-lb_0--2f939543.png,8448682,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3497980-lb_0--6bff59bf.png,3497980,10512,pggan
stylegan,0,-seed_1531320-lb_0--add2ed4e.png,1531320,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4851678-lb_0--3fe14db2.png,4851678,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5513347-lb_0--3350211a.png,5513347,10512,pggan
stylegan,0,-seed_5363941-lb_0--e321c5b3.png,5363941,10526,stylegan
stylegan,0,-seed_8825837-lb_0--69a7c73a.png,8825837,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2719974-lb_0--b1c01238.png,2719974,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2722785-lb_0--eadcf56b.png,2722785,7204,pggan
stylegan,0,-seed_9803898-lb_0--8af0861f.png,9803898,10526,stylegan
stylegan,0,-seed_9286136-lb_0--09ddb882.png,9286136,10526,stylegan
stylegan,0,-seed_2315635-lb_0--264e00d8.png,2315635,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1330939-lb_0--1e3f6726.png,1330939,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4146530-lb_0--8c81c012.png,4146530,10000,pggan
stylegan,0,-seed_4647489-lb_0--f3c615e8.png,4647489,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1703247-lb_0--48b6590c.png,1703247,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8366287-lb_0--a837c0ff.png,8366287,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7899755-lb_0--a967274d.png,7899755,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1557271-lb_0--cfa5fd29.png,1557271,10000,pggan
stylegan,0,-seed_598631-lb_0--4c0ccbca.png,598631,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7804486-lb_0--1351e3aa.png,7804486,7204,pggan
stylegan,0,-seed_281474-lb_0--bb86b630.png,281474,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1865661-lb_0--f466f90a.png,1865661,10000,pggan
stylegan,0,-seed_3784100-lb_0--35d5ad13.png,3784100,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4809686-lb_0--75446510.png,4809686,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_805358-lb_0--f4a3a9aa.png,805358,7204,pggan
stylegan,0,-seed_9289069-lb_0--7aecef65.png,9289069,10526,stylegan
stylegan,0,-seed_1019349-lb_0--5da1d6c8.png,1019349,10526,stylegan
stylegan,0,-seed_4765317-lb_0--d16afa71.png,4765317,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8939361-lb_0--ff05d9a6.png,8939361,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5900162-lb_0--913160b2.png,5900162,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_13802-lb_0--8e554a84.png,13802,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7308269-lb_0--0d8de14d.png,7308269,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2285748-lb_0--35af946d.png,2285748,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2367629-lb_0--d05fcb2f.png,2367629,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7683856-lb_0--2e7a922d.png,7683856,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4820556-lb_0--9b174c9e.png,4820556,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1200994-lb_0--a3d3975f.png,1200994,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4378900-lb_0--c9a84afd.png,4378900,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5500405-lb_0--ae2a17b9.png,5500405,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6172058-lb_0--40207e1d.png,6172058,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8193680-lb_0--715fd7bb.png,8193680,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1296063-lb_0--063adac7.png,1296063,10000,pggan
stylegan,0,-seed_7957709-lb_0--717d1fe6.png,7957709,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7271808-lb_0--904cac43.png,7271808,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5097657-lb_0--cc1b2f37.png,5097657,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3213617-lb_0--cddc71e9.png,3213617,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6939632-lb_0--188fdeda.png,6939632,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5058224-lb_0--561a0c24.png,5058224,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7917758-lb_0--10f44696.png,7917758,7204,pggan
stylegan,0,-seed_4798103-lb_0--63a419fa.png,4798103,10526,stylegan
stylegan,0,-seed_754440-lb_0--70228a77.png,754440,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5974630-lb_0--ee765dae.png,5974630,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9438254-lb_0--da7a7925.png,9438254,10512,pggan
stylegan,0,-seed_6931405-lb_0--c1f77d2c.png,6931405,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4090312-lb_0--50e72177.png,4090312,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7141299-lb_0--187ce1ec.png,7141299,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5343703-lb_0--6c5bdce1.png,5343703,10000,pggan
stylegan,0,-seed_280753-lb_0--3012b1c3.png,280753,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8781283-lb_0--a2f2d8f4.png,8781283,10512,pggan
stylegan,0,-seed_7072636-lb_0--6a9328de.png,7072636,10526,stylegan
stylegan,0,-seed_3001651-lb_0--340be767.png,3001651,10526,stylegan
stylegan,0,-seed_7403684-lb_0--07805e2d.png,7403684,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1332817-lb_0--75def229.png,1332817,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6729385-lb_0--a33f8960.png,6729385,10512,pggan
stylegan,0,-seed_9019302-lb_0--cfb8dd90.png,9019302,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3506529-lb_0--2d78e537.png,3506529,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8287468-lb_0--db640141.png,8287468,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2384223-lb_0--c4eca181.png,2384223,10000,pggan
stylegan,0,-seed_891204-lb_0--7ecbf285.png,891204,10526,stylegan
stylegan,0,-seed_1547268-lb_0--ac5c150b.png,1547268,10526,stylegan
stylegan,0,-seed_7800446-lb_0--ce84f1aa.png,7800446,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9353180-lb_0--1cc31971.png,9353180,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4760077-lb_0--dedcfbcf.png,4760077,7204,pggan
stylegan,0,-seed_7927941-lb_0--25cd8762.png,7927941,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6338150-lb_0--227f1ccd.png,6338150,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9761211-lb_0--26e1d4b4.png,9761211,7204,pggan
stylegan,0,-seed_8479199-lb_0--7f63ce2a.png,8479199,10526,stylegan
stylegan,0,-seed_2032058-lb_0--93db33b5.png,2032058,10526,stylegan
stylegan,0,-seed_5915083-lb_0--a509ae99.png,5915083,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2837343-lb_0--da3ae847.png,2837343,10512,pggan
stylegan,0,-seed_2284395-lb_0--3baa10c2.png,2284395,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3071511-lb_0--8c157bfc.png,3071511,10000,pggan
stylegan,0,-seed_1204569-lb_0--f64f0f90.png,1204569,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2699725-lb_0--46d22104.png,2699725,10000,pggan
stylegan,0,-seed_7477131-lb_0--424c8170.png,7477131,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9719536-lb_0--937c0417.png,9719536,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7942467-lb_0--22b5401c.png,7942467,10512,pggan
stylegan,0,-seed_7735281-lb_0--f58f7f39.png,7735281,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8631671-lb_0--44bf44e6.png,8631671,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_745269-lb_0--671ea874.png,745269,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6843245-lb_0--5b18a5f9.png,6843245,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8083361-lb_0--db247b94.png,8083361,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3518701-lb_0--b664b42f.png,3518701,10000,pggan
stylegan,0,-seed_1309345-lb_0--1081b097.png,1309345,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7191413-lb_0--20d0bd7e.png,7191413,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2429621-lb_0--7be38a75.png,2429621,7204,pggan
stylegan,0,-seed_4558464-lb_0--d7b30d98.png,4558464,10526,stylegan
stylegan,0,-seed_4601659-lb_0--68fc359e.png,4601659,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8246551-lb_0--8be70eb0.png,8246551,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5676623-lb_0--03b8cde9.png,5676623,10000,pggan
stylegan,0,-seed_9624396-lb_0--7b0e0947.png,9624396,10526,stylegan
stylegan,0,-seed_3949199-lb_0--583fa1b0.png,3949199,10526,stylegan
stylegan,0,-seed_1425311-lb_0--acc935ff.png,1425311,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6387502-lb_0--4b7ff315.png,6387502,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7371707-lb_0--643af813.png,7371707,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2918637-lb_0--c5bd65fc.png,2918637,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_613540-lb_0--005b3904.png,613540,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5530513-lb_0--b96553e2.png,5530513,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6903853-lb_0--d3732048.png,6903853,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6638269-lb_0--f282e727.png,6638269,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6214169-lb_0--df1da4cc.png,6214169,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7522036-lb_0--f8276979.png,7522036,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6277218-lb_0--921df6bc.png,6277218,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5811174-lb_0--95569726.png,5811174,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7532711-lb_0--45b271cd.png,7532711,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5189316-lb_0--7bc5f5f1.png,5189316,7204,pggan
stylegan,0,-seed_4781472-lb_0--9b2c2695.png,4781472,10526,stylegan
