gan,label,name,seed,snapshot,type
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1650746-lb_0--b4d289dc.png,1650746,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3719640-lb_0--41814be3.png,3719640,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_399570-lb_0--6e93996c.png,399570,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3358709-lb_0--0dc44074.png,3358709,10512,pggan
stylegan,0,-seed_2036306-lb_0--b32b7f4a.png,2036306,10526,stylegan
stylegan,0,-seed_674367-lb_0--ce05af67.png,674367,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7999693-lb_0--1c8392e7.png,7999693,10000,pggan
stylegan,0,-seed_4378302-lb_0--d71651bd.png,4378302,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8218930-lb_0--81777b36.png,8218930,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5340348-lb_0--47eb695f.png,5340348,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7519468-lb_0--8b73ec89.png,7519468,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4562731-lb_0--991c5077.png,4562731,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6163105-lb_0--d205e391.png,6163105,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4373020-lb_0--2178e947.png,4373020,10512,pggan
stylegan,0,-seed_5872830-lb_0--29aa5aa0.png,5872830,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8766329-lb_0--0e68f9dc.png,8766329,10512,pggan
stylegan,0,-seed_5208253-lb_0--4412acb4.png,5208253,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4133431-lb_0--e0c678f1.png,4133431,10000,pggan
stylegan,0,-seed_7100505-lb_0--fae7bd9a.png,7100505,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8556684-lb_0--71e07834.png,8556684,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6699217-lb_0--5c7b1e8b.png,6699217,10000,pggan
stylegan,0,-seed_2911623-lb_0--25184cff.png,2911623,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1541175-lb_0--ef4c510e.png,1541175,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9302999-lb_0--b795b556.png,9302999,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1077771-lb_0--f95876dd.png,1077771,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5548422-lb_0--ec328936.png,5548422,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5727688-lb_0--926453e1.png,5727688,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1426960-lb_0--c2f685cc.png,1426960,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4636193-lb_0--9090d825.png,4636193,10512,pggan
stylegan,0,-seed_2920919-lb_0--f361a88a.png,2920919,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3284180-lb_0--211f0243.png,3284180,10512,pggan
stylegan,0,-seed_5232009-lb_0--163c0a81.png,5232009,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6119754-lb_0--faca11d8.png,6119754,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1923966-lb_0--b81f0d5d.png,1923966,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_872793-lb_0--bb0cdb90.png,872793,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5709907-lb_0--dd58635a.png,5709907,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7939617-lb_0--58515da3.png,7939617,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6095773-lb_0--6a89333f.png,6095773,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6873889-lb_0--74c04444.png,6873889,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1031014-lb_0--0a9a1cc6.png,1031014,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8315298-lb_0--50074057.png,8315298,7204,pggan
stylegan,0,-seed_1011025-lb_0--2de3c458.png,1011025,10526,stylegan
stylegan,0,-seed_1445448-lb_0--16b82eda.png,1445448,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4307933-lb_0--079e702b.png,4307933,10512,pggan
stylegan,0,-seed_5490112-lb_0--0482b085.png,5490112,10526,stylegan
stylegan,0,-seed_9788538-lb_0--c459d89d.png,9788538,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8909832-lb_0--d639e170.png,8909832,10000,pggan
stylegan,0,-seed_76923-lb_0--bfc81961.png,76923,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9983368-lb_0--bb06b060.png,9983368,10000,pggan
stylegan,0,-seed_9117769-lb_0--7f9294e9.png,9117769,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_805480-lb_0--3feef134.png,805480,7204,pggan
stylegan,0,-seed_942013-lb_0--f3a749b6.png,942013,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6252016-lb_0--a5859fa8.png,6252016,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_988100-lb_0--e01e94d9.png,988100,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2748999-lb_0--b9c582b8.png,2748999,7204,pggan
stylegan,0,-seed_8128505-lb_0--328b145c.png,8128505,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9863257-lb_0--d1f89642.png,9863257,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7348459-lb_0--69f12c32.png,7348459,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6446071-lb_0--5393e8d3.png,6446071,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5253122-lb_0--c36a3c49.png,5253122,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9983328-lb_0--f7e9353e.png,9983328,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1871751-lb_0--4c002dfe.png,1871751,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9344787-lb_0--8f61e4e4.png,9344787,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1799066-lb_0--669096a2.png,1799066,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7807384-lb_0--f435be74.png,7807384,10000,pggan
