gan,label,name,seed,snapshot,type
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1342569-lb_0--934a014e.png,1342569,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4452437-lb_0--c594e531.png,4452437,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4062747-lb_0--d9189ab8.png,4062747,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6491079-lb_0--a07b59c7.png,6491079,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3345568-lb_0--c358e385.png,3345568,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_750287-lb_0--158e5077.png,750287,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4002932-lb_0--2b56be39.png,4002932,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9723078-lb_0--9c494840.png,9723078,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4017580-lb_0--2a66751c.png,4017580,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4016768-lb_0--c774da06.png,4016768,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1663933-lb_0--417bd79d.png,1663933,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6234055-lb_0--31292b02.png,6234055,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2418199-lb_0--10da8c61.png,2418199,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6227292-lb_0--3281c773.png,6227292,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3151956-lb_0--c860d5fc.png,3151956,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9914825-lb_0--368af650.png,9914825,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2385636-lb_0--83d64de0.png,2385636,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4421524-lb_0--7965f214.png,4421524,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_681627-lb_0--8b315e61.png,681627,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1007289-lb_0--b6acc897.png,1007289,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8295765-lb_0--4c4eacaf.png,8295765,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8582700-lb_0--a748cbf1.png,8582700,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2914919-lb_0--1cab2497.png,2914919,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1067051-lb_0--43344a7e.png,1067051,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5040638-lb_0--b4312146.png,5040638,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7711069-lb_0--5725f1bb.png,7711069,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4068110-lb_0--11d78117.png,4068110,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4446003-lb_0--ec1c27c5.png,4446003,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_242401-lb_0--ae890af1.png,242401,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_2155611-lb_0--6b1b3765.png,2155611,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3947431-lb_0--ed053d55.png,3947431,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9631011-lb_0--03773f7d.png,9631011,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2796668-lb_0--54338d71.png,2796668,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2257738-lb_0--7d7ef9aa.png,2257738,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8304357-lb_0--bbd7a303.png,8304357,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9983368-lb_0--bb06b060.png,9983368,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9577668-lb_0--64a03dde.png,9577668,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7151455-lb_0--3cabc18c.png,7151455,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6560614-lb_0--7bafa625.png,6560614,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7070430-lb_0--7502b1bc.png,7070430,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9901109-lb_0--8c4e3c45.png,9901109,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8447721-lb_0--9bd6e0dd.png,8447721,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4153396-lb_0--70f9b237.png,4153396,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1276756-lb_0--2aa78430.png,1276756,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5650586-lb_0--92fb2ec7.png,5650586,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5711287-lb_0--22dd73e1.png,5711287,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_519535-lb_0--c9009f01.png,519535,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4668165-lb_0--961878e1.png,4668165,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4672777-lb_0--885c9886.png,4672777,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8083128-lb_0--28841a13.png,8083128,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_5769361-lb_0--c4448608.png,5769361,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1199106-lb_0--d05eee52.png,1199106,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5370065-lb_0--dc99d0cd.png,5370065,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9978970-lb_0--012dc3ad.png,9978970,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9602848-lb_0--f1b68908.png,9602848,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_457432-lb_0--0fc9c169.png,457432,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_8978244-lb_0--6f152e20.png,8978244,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_927200-lb_0--d9e670b7.png,927200,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4858701-lb_0--36d6af35.png,4858701,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7976923-lb_0--a6cd3ca1.png,7976923,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2688657-lb_0--63466308.png,2688657,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1981990-lb_0--703f9ce5.png,1981990,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3352321-lb_0--3102b181.png,3352321,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6416708-lb_0--ebdb0d75.png,6416708,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_9776908-lb_0--fa6bb5e1.png,9776908,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1338251-lb_0--27c0c860.png,1338251,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3610347-lb_0--3b158c9f.png,3610347,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6543229-lb_0--382b5334.png,6543229,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4205935-lb_0--40b04447.png,4205935,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_879984-lb_0--958e6ebc.png,879984,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4957047-lb_0--b995ead1.png,4957047,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1096934-lb_0--4a68dc4b.png,1096934,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1724238-lb_0--70f73cec.png,1724238,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2100358-lb_0--c8f3c784.png,2100358,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4615919-lb_0--dba827fd.png,4615919,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4656582-lb_0--21b1bd66.png,4656582,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4197304-lb_0--b875763c.png,4197304,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_9498340-lb_0--53c4a919.png,9498340,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3305498-lb_0--4ce38c67.png,3305498,10000,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_416397-lb_0--44ed5f88.png,416397,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4877024-lb_0--dd07b0f2.png,4877024,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6416330-lb_0--458a3999.png,6416330,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6515841-lb_0--abd0c1f0.png,6515841,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7106655-lb_0--2cb3aa2a.png,7106655,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_4153530-lb_0--4672b8bc.png,4153530,7204,pggan
