gan,label,name,seed,snapshot
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8218113-lb_0--7e23b365.png,8218113,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3469141-lb_0--bd3fb7c6.png,3469141,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4694145-lb_0--5047a714.png,4694145,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_558487-lb_0--b2f8eda9.png,558487,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7958392-lb_0--b718b5db.png,7958392,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9990842-lb_0--3bddef63.png,9990842,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5418293-lb_0--bfe51fc0.png,5418293,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3400393-lb_0--95ce7837.png,3400393,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7803388-lb_0--db87a4d0.png,7803388,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5578288-lb_0--851f1f70.png,5578288,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2834284-lb_0--c89bb8bf.png,2834284,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8893918-lb_0--db082074.png,8893918,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6625092-lb_0--2ae1d309.png,6625092,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4628484-lb_0--bb77d851.png,4628484,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2671233-lb_0--4b7d3379.png,2671233,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9459943-lb_0--8e3bb446.png,9459943,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7814484-lb_0--b0be8385.png,7814484,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8577389-lb_0--3c06e821.png,8577389,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9870695-lb_0--fedc86b6.png,9870695,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_445699-lb_0--02f83c46.png,445699,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6113554-lb_0--fc08be47.png,6113554,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2172723-lb_0--7a0e3480.png,2172723,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3042117-lb_0--4f2d1c77.png,3042117,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7347433-lb_0--167e822a.png,7347433,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3884266-lb_0--5473607c.png,3884266,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2627059-lb_0--40e83942.png,2627059,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9738335-lb_0--c68d8c84.png,9738335,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7442760-lb_0--a6c3f596.png,7442760,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5694891-lb_0--598403c5.png,5694891,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4263996-lb_0--d8a59b82.png,4263996,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_20968-lb_0--05de4f51.png,20968,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_7718677-lb_0--ea87a833.png,7718677,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_2329456-lb_0--ce301ef6.png,2329456,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_262221-lb_0--e3b58f69.png,262221,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9297795-lb_0--c1f4b321.png,9297795,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_1979400-lb_0--b05b31c4.png,1979400,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5991837-lb_0--7bd69c28.png,5991837,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_503530-lb_0--72e6aafe.png,503530,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_838183-lb_0--573255fc.png,838183,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_5113850-lb_0--f62abedf.png,5113850,10512
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_6277107-lb_0--5627751a.png,6277107,10512
