Unnamed: 0,gan,label,label_name,name,path,seed,seq,snapshot,type,zoom
11980.0,stylegan,0,,-seed_913122-lb_0--c8f541cc.png,,913122.0,,10526.0,stylegan,
7534.0,stylegan,0,,-seed_9326904-lb_0--e360df7c.png,,9326904.0,,10526.0,stylegan,
4361.0,stylegan,0,,-seed_2220160-lb_0--f06f6333.png,,2220160.0,,10526.0,stylegan,
1631.0,stylegan,0,,-seed_8366744-lb_0--f8dda1fb.png,,8366744.0,,10526.0,stylegan,
7112.0,stylegan,0,,-seed_8618091-lb_0--eb9e19e9.png,,8618091.0,,10526.0,stylegan,
9023.0,stylegan,0,,-seed_5777198-lb_0--1331e439.png,,5777198.0,,10526.0,stylegan,
2445.0,stylegan,0,,-seed_1543127-lb_0--fc2295e2.png,,1543127.0,,10526.0,stylegan,
9286.0,stylegan,0,,-seed_3122058-lb_0--79150295.png,,3122058.0,,10526.0,stylegan,
1811.0,stylegan,0,,-seed_9590120-lb_0--8d613736.png,,9590120.0,,10526.0,stylegan,
14279.0,stylegan,0,,-seed_4358223-lb_0--eb679d14.png,,4358223.0,,10526.0,stylegan,
7313.0,stylegan,0,,-seed_5507889-lb_0--f065eb6e.png,,5507889.0,,10526.0,stylegan,
3833.0,stylegan,0,,-seed_5709782-lb_0--9e910f72.png,,5709782.0,,10526.0,stylegan,
2865.0,stylegan,0,,-seed_7097505-lb_0--099a89e3.png,,7097505.0,,10526.0,stylegan,
5637.0,stylegan,0,,-seed_8671498-lb_0--de5c8627.png,,8671498.0,,10526.0,stylegan,
11651.0,stylegan,0,,-seed_5935903-lb_0--e67a18cd.png,,5935903.0,,10526.0,stylegan,
8578.0,stylegan,0,,-seed_4009752-lb_0--301886f7.png,,4009752.0,,10526.0,stylegan,
3097.0,stylegan,0,,-seed_8424320-lb_0--5313b16f.png,,8424320.0,,10526.0,stylegan,
3848.0,stylegan,0,,-seed_4606525-lb_0--fcfbbde6.png,,4606525.0,,10526.0,stylegan,
8093.0,stylegan,0,,-seed_934309-lb_0--c7e03936.png,,934309.0,,10526.0,stylegan,
11598.0,stylegan,0,,-seed_5919273-lb_0--20d2d2b7.png,,5919273.0,,10526.0,stylegan,
5349.0,stylegan,0,,-seed_7402547-lb_0--a93d4fe7.png,,7402547.0,,10526.0,stylegan,
2078.0,stylegan,0,,-seed_8109060-lb_0--d7d45dba.png,,8109060.0,,10526.0,stylegan,
9307.0,stylegan,0,,-seed_8097903-lb_0--0acead39.png,,8097903.0,,10526.0,stylegan,
13046.0,stylegan,0,,-seed_8741262-lb_0--ef9e1b1c.png,,8741262.0,,10526.0,stylegan,
5205.0,stylegan,0,,-seed_5922052-lb_0--b744fb64.png,,5922052.0,,10526.0,stylegan,
1191.0,stylegan,0,,-seed_1579922-lb_0--c224a7ae.png,,1579922.0,,10526.0,stylegan,
14868.0,stylegan,0,,-seed_7116535-lb_0--4ad02c60.png,,7116535.0,,10526.0,stylegan,
3976.0,stylegan,0,,-seed_9951598-lb_0--4b018687.png,,9951598.0,,10526.0,stylegan,
12223.0,stylegan,0,,-seed_1383210-lb_0--f01769b6.png,,1383210.0,,10526.0,stylegan,
13002.0,stylegan,0,,-seed_7216876-lb_0--dea1dfda.png,,7216876.0,,10526.0,stylegan,
4316.0,stylegan,0,,-seed_2939740-lb_0--8ba4f177.png,,2939740.0,,10526.0,stylegan,
13365.0,stylegan,0,,-seed_1686631-lb_0--e5c4b139.png,,1686631.0,,10526.0,stylegan,
13277.0,stylegan,0,,-seed_7368897-lb_0--6a435cee.png,,7368897.0,,10526.0,stylegan,
12907.0,stylegan,0,,-seed_8092255-lb_0--35f7c38e.png,,8092255.0,,10526.0,stylegan,
12810.0,stylegan,0,,-seed_8356123-lb_0--4ddd6315.png,,8356123.0,,10526.0,stylegan,
1595.0,stylegan,0,,-seed_1710344-lb_0--f14ceafb.png,,1710344.0,,10526.0,stylegan,
12799.0,stylegan,0,,-seed_3354432-lb_0--66d22dd4.png,,3354432.0,,10526.0,stylegan,
1365.0,stylegan,0,,-seed_65239-lb_0--a166ef1a.png,,65239.0,,10526.0,stylegan,
6656.0,stylegan,0,,-seed_5285903-lb_0--ea4eeaaf.png,,5285903.0,,10526.0,stylegan,
6181.0,stylegan,0,,-seed_3237182-lb_0--9b8e18c7.png,,3237182.0,,10526.0,stylegan,
5249.0,stylegan,0,,-seed_3438891-lb_0--1bd6fe62.png,,3438891.0,,10526.0,stylegan,
1346.0,stylegan,0,,-seed_4685155-lb_0--211fa928.png,,4685155.0,,10526.0,stylegan,
2736.0,stylegan,0,,-seed_751482-lb_0--c9631c7d.png,,751482.0,,10526.0,stylegan,
3209.0,stylegan,0,,-seed_9503706-lb_0--41e79602.png,,9503706.0,,10526.0,stylegan,
87.0,stylegan,0,,-seed_2257748-lb_0--61e93816.png,,2257748.0,,10526.0,stylegan,
14787.0,stylegan,0,,-seed_5313407-lb_0--78fcea3b.png,,5313407.0,,10526.0,stylegan,
13341.0,stylegan,0,,-seed_9728336-lb_0--70fc3532.png,,9728336.0,,10526.0,stylegan,
14422.0,stylegan,0,,-seed_3562783-lb_0--18fb6cc3.png,,3562783.0,,10526.0,stylegan,
7682.0,stylegan,0,,-seed_4664215-lb_0--f371f3ef.png,,4664215.0,,10526.0,stylegan,
7441.0,stylegan,0,,-seed_7707857-lb_0--32ae6d10.png,,7707857.0,,10526.0,stylegan,
9359.0,stylegan,0,,-seed_6983253-lb_0--1fa0753e.png,,6983253.0,,10526.0,stylegan,
