Unnamed: 0,label,name,seed,snapshot,gan,type
4896,0,-seed_6787951-lb_0--250a28c0.png,6787951,10526,stylegan,stylegan
12032,0,-seed_33860-lb_0--e1ef736d.png,33860,10526,stylegan,stylegan
962,0,-seed_4046161-lb_0--f9657b89.png,4046161,10526,stylegan,stylegan
8266,0,-seed_7172171-lb_0--7d5fe2a0.png,7172171,10526,stylegan,stylegan
9003,0,-seed_6922706-lb_0--ad13df1b.png,6922706,10526,stylegan,stylegan
810,0,-seed_7946221-lb_0--d2a1c20a.png,7946221,10526,stylegan,stylegan
10921,0,-seed_3231034-lb_0--0465bf87.png,3231034,10526,stylegan,stylegan
9070,0,-seed_7309423-lb_0--1cb40781.png,7309423,10526,stylegan,stylegan
4306,0,-seed_8782866-lb_0--6a69f985.png,8782866,10526,stylegan,stylegan
7373,0,-seed_7722250-lb_0--fe5b24ef.png,7722250,10526,stylegan,stylegan
9975,0,-seed_6585218-lb_0--f0fb1670.png,6585218,10526,stylegan,stylegan
8473,0,-seed_9740357-lb_0--34698bcb.png,9740357,10526,stylegan,stylegan
9817,0,-seed_5647287-lb_0--72347305.png,5647287,10526,stylegan,stylegan
7693,0,-seed_8759076-lb_0--99490f9d.png,8759076,10526,stylegan,stylegan
8907,0,-seed_5858763-lb_0--a0b29c22.png,5858763,10526,stylegan,stylegan
11880,0,-seed_5244112-lb_0--eb35a340.png,5244112,10526,stylegan,stylegan
1854,0,-seed_942296-lb_0--7ab48480.png,942296,10526,stylegan,stylegan
14993,0,-seed_1832802-lb_0--947b91c4.png,1832802,10526,stylegan,stylegan
9713,0,-seed_602325-lb_0--4d60cce4.png,602325,10526,stylegan,stylegan
10339,0,-seed_5341443-lb_0--8122eb94.png,5341443,10526,stylegan,stylegan
266,0,-seed_3527023-lb_0--753d219f.png,3527023,10526,stylegan,stylegan
6764,0,-seed_5398982-lb_0--3e186fe8.png,5398982,10526,stylegan,stylegan
9436,0,-seed_9411992-lb_0--5d9726c6.png,9411992,10526,stylegan,stylegan
1650,0,-seed_892946-lb_0--6f25c400.png,892946,10526,stylegan,stylegan
13543,0,-seed_6600574-lb_0--1da53863.png,6600574,10526,stylegan,stylegan
1907,0,-seed_4419683-lb_0--d68625f3.png,4419683,10526,stylegan,stylegan
8291,0,-seed_949187-lb_0--2b7d9db2.png,949187,10526,stylegan,stylegan
14325,0,-seed_6900058-lb_0--7f228e45.png,6900058,10526,stylegan,stylegan
3774,0,-seed_7616830-lb_0--84f91002.png,7616830,10526,stylegan,stylegan
8188,0,-seed_1714647-lb_0--83ce05e3.png,1714647,10526,stylegan,stylegan
5460,0,-seed_418533-lb_0--e19e2e4b.png,418533,10526,stylegan,stylegan
561,0,-seed_5984121-lb_0--22a71361.png,5984121,10526,stylegan,stylegan
6970,0,-seed_2749325-lb_0--9bc8f739.png,2749325,10526,stylegan,stylegan
332,0,-seed_5192935-lb_0--bc819994.png,5192935,10526,stylegan,stylegan
8046,0,-seed_1305936-lb_0--86900df2.png,1305936,10526,stylegan,stylegan
5992,0,-seed_6868243-lb_0--798db488.png,6868243,10526,stylegan,stylegan
102,0,-seed_9534150-lb_0--100ccd88.png,9534150,10526,stylegan,stylegan
5342,0,-seed_8158367-lb_0--7a8fd506.png,8158367,10526,stylegan,stylegan
11630,0,-seed_6764354-lb_0--a02cf4ae.png,6764354,10526,stylegan,stylegan
3202,0,-seed_2862086-lb_0--8128762a.png,2862086,10526,stylegan,stylegan
9705,0,-seed_8274164-lb_0--d4579021.png,8274164,10526,stylegan,stylegan
9629,0,-seed_9390183-lb_0--38b82097.png,9390183,10526,stylegan,stylegan
