gan,label,name,seed,snapshot,type
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4727210-lb_0--fcb2f97e.png,4727210,10512,pggan
stylegan,0,-seed_1152919-lb_0--e89b9f19.png,1152919,10526,stylegan
stylegan,0,-seed_2925632-lb_0--21e73af5.png,2925632,10526,stylegan
stylegan,0,-seed_3878222-lb_0--c679a813.png,3878222,10526,stylegan
stylegan,0,-seed_1538990-lb_0--16ad5285.png,1538990,10526,stylegan
stylegan,0,-seed_8130073-lb_0--ba51218c.png,8130073,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8850211-lb_0--c46d7261.png,8850211,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_8202134-lb_0--f6d2dee0.png,8202134,7204,pggan
stylegan,0,-seed_6141058-lb_0--e379a318.png,6141058,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2170533-lb_0--7ce0bdb6.png,2170533,7204,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_364876-lb_0--484b974d.png,364876,10512,pggan
stylegan,0,-seed_4411549-lb_0--8b5c0952.png,4411549,10526,stylegan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_6784327-lb_0--d15d4c20.png,6784327,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_4066921-lb_0--2e8b43b1.png,4066921,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_2304740-lb_0--0935707f.png,2304740,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_6787517-lb_0--2dd0c67f.png,6787517,7204,pggan
stylegan,0,-seed_9866910-lb_0--6f61ae41.png,9866910,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_9660851-lb_0--cd819f40.png,9660851,10512,pggan
stylegan,0,-seed_1774293-lb_0--3004f73e.png,1774293,10526,stylegan
stylegan,0,-seed_3277189-lb_0--7612a163.png,3277189,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3407762-lb_0--ccc720c1.png,3407762,7204,pggan
stylegan,0,-seed_9737797-lb_0--9e2d56be.png,9737797,10526,stylegan
stylegan,0,-seed_4829042-lb_0--f7ffd9a7.png,4829042,10526,stylegan
stylegan,0,-seed_429057-lb_0--0e810490.png,429057,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3925488-lb_0--d36ad487.png,3925488,10512,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_3053845-lb_0--d6cf979f.png,3053845,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_5334283-lb_0--9e13f873.png,5334283,10000,pggan
stylegan,0,-seed_5842639-lb_0--2dc136bb.png,5842639,10526,stylegan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_8778851-lb_0--872845c7.png,8778851,10512,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_7241616-lb_0--27dcef7a.png,7241616,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_878499-lb_0--ef186226.png,878499,10512,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1862113-lb_0--c0b3e051.png,1862113,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_3227083-lb_0--9e814279.png,3227083,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1160858-lb_0--663f9e6c.png,1160858,7204,pggan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_7942833-lb_0--29d1d60f.png,7942833,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_1793576-lb_0--ddf232f5.png,1793576,10000,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_4239683-lb_0--2ffd8c0a.png,4239683,10000,pggan
009-pgan-p3_512x512_0,0,009-pgan-p3_512x512-seed_704410-lb_0--65d0dcad.png,704410,10512,pggan
stylegan,0,-seed_865226-lb_0--dd99d0d3.png,865226,10526,stylegan
stylegan,0,-seed_1780669-lb_0--557072e7.png,1780669,10526,stylegan
stylegan,0,-seed_4431169-lb_0--02ab05a2.png,4431169,10526,stylegan
stylegan,0,-seed_7935614-lb_0--5bb3e9e6.png,7935614,10526,stylegan
stylegan,0,-seed_5858763-lb_0--a0b29c22.png,5858763,10526,stylegan
stylegan,0,-seed_8598222-lb_0--7a9ce061.png,8598222,10526,stylegan
stylegan,0,-seed_8541919-lb_0--47469ee7.png,8541919,10526,stylegan
006-pgan-p3_512x512_0,0,006-pgan-p3_512x512-seed_1052176-lb_0--b24c5276.png,1052176,7204,pggan
007-pgan-p3_512x512_0,0,007-pgan-p3_512x512-seed_3275340-lb_0--09aec649.png,3275340,10000,pggan
