label,label_cat,name,psi,randomize_noise,seed,snapshot,label_value,label_cat_value
0,2,seed_6146640-lb_1--c85fde0e.png,,,6146640,9726,0.9273186,0.74330336
0,5,seed_2556030-lb_1--6d23bf87.png,,,2556030,9726,0.99999654,1.0
0,5,seed_3389776-lb_1--623752fe.png,,,3389776,9726,1.0,1.0
0,5,seed_970838-lb_1--a6d07fa3.png,,,970838,9726,0.6680975,0.9999442
0,5,seed_6888564-lb_1--f5dd9599.png,,,6888564,9726,0.6399795,0.99362385
0,5,seed_6074325-lb_1--3bbaf0f3.png,,,6074325,9726,0.9980843,0.99989545
0,5,seed_4315626-lb_1--292faeac.png,,,4315626,9726,0.8483695,0.90192163
0,2,seed_9975193-lb_1--cba5a39d.png,,,9975193,9726,0.77506614,0.43110126
0,5,seed_8143718-lb_1--ea4946df.png,,,8143718,9726,1.0,1.0
0,5,seed_8218754-lb_1--f7f016d7.png,,,8218754,9726,0.9999999,1.0
0,5,seed_7630217-lb_1--2131ef54.png,,,7630217,9726,0.99999964,1.0
1,5,seed_443601-lb_1--6ad072e8.png,,,443601,9726,0.82536834,0.37701693
0,5,seed_1020483-lb_1--481aa3f4.png,,,1020483,9726,0.999332,1.0
0,5,seed_1294580-lb_1--988b8e6d.png,,,1294580,9726,0.9999925,0.9999802
0,5,seed_8284060-lb_1--9fab19c6.png,,,8284060,9726,0.9999,0.9396004
0,5,seed_9215357-lb_1--4f4d0c6e.png,,,9215357,9726,0.99999976,0.9999888
0,5,seed_3555443-lb_1--6bb97438.png,,,3555443,9726,0.99871075,0.84049714
0,5,seed_8802076-lb_1--6a5e1cfc.png,,,8802076,9726,0.99999964,1.0
1,5,seed_3122722-lb_1--12af9183.png,,,3122722,9726,0.8102965,0.94226295
0,5,seed_8497666-lb_1--cf101cc5.png,,,8497666,9726,0.99999523,1.0
0,5,seed_6349785-lb_1--7a132776.png,,,6349785,9726,0.9999858,1.0
0,5,seed_1744933-lb_1--28f43b22.png,,,1744933,9726,0.99912125,0.99993896
0,5,seed_9388968-lb_1--caef7fc2.png,,,9388968,9726,1.0,1.0
0,5,seed_7424321-lb_1--f0d4c243.png,,,7424321,9726,0.9971105,0.9768389
0,4,seed_2544336-lb_1--fe9d902b.png,,,2544336,9726,0.8299637,0.954743
0,5,seed_3049529-lb_1--27649c70.png,,,3049529,9726,0.99999523,1.0
0,5,seed_1260745-lb_1--4c2ecdb9.png,,,1260745,9726,1.0,1.0
1,0,seed_4067760-lb_1--b2964c92.png,,,4067760,9726,0.98635405,0.9291648
0,5,seed_4370475-lb_1--8a2e8980.png,,,4370475,9726,0.9783505,0.9892942
0,5,seed_3417214-lb_1--94fe7413.png,,,3417214,9726,1.0,1.0
0,5,seed_112008-lb_1--abffc36a.png,,,112008,9726,0.9999994,0.88497525
0,5,seed_4371769-lb_1--3735ffe0.png,,,4371769,9726,1.0,1.0
0,5,seed_5659242-lb_1--9dd59068.png,,,5659242,9726,0.99018526,0.99993575
0,5,seed_1523225-lb_1--1b12fab8.png,,,1523225,9726,0.9999546,1.0
0,5,seed_1172477-lb_1--1f59916a.png,,,1172477,9726,0.999997,0.5740993
0,5,seed_488569-lb_1--43aac292.png,,,488569,9726,0.99999976,1.0
0,5,seed_708236-lb_1--70ade913.png,,,708236,9726,0.99997985,0.9999949
0,4,seed_9946261-lb_1--df9bd82e.png,,,9946261,9726,0.7308659,0.5460177
0,5,seed_6688989-lb_1--54456271.png,,,6688989,9726,1.0,1.0
0,5,seed_6177746-lb_1--7dc87c39.png,,,6177746,9726,0.7365007,0.9899749
0,5,seed_6073851-lb_1--547db6a6.png,,,6073851,9726,0.9999995,1.0
0,5,seed_3965530-lb_1--f4704d72.png,,,3965530,9726,1.0,1.0
0,1,seed_1345587-lb_1--1af3a6c8.png,,,1345587,9726,0.9145382,0.6881334
0,5,seed_239552-lb_1--f5751964.png,,,239552,9726,0.99997854,1.0
0,5,seed_3756462-lb_1--c954d89a.png,,,3756462,9726,1.0,1.0
1,5,seed_1771282-lb_1--fa4fbef7.png,,,1771282,9726,0.83519447,0.69761246
0,5,seed_3178323-lb_1--4c8d0af0.png,,,3178323,9726,0.9999738,0.99997795
0,5,seed_3878889-lb_1--890e97a1.png,,,3878889,9726,1.0,1.0
0,5,seed_5581005-lb_1--0c02e494.png,,,5581005,9726,0.99997926,1.0
0,5,seed_2465144-lb_1--7ca8e879.png,,,2465144,9726,0.99930894,1.0
0,5,seed_9226469-lb_1--f3ab407d.png,,,9226469,9726,0.8328611,0.98913646
0,1,seed_4346329-lb_1--9c975a5c.png,,,4346329,9726,0.71856433,0.9961282
0,5,seed_9920122-lb_1--b2452dff.png,,,9920122,9726,0.9509657,0.99997616
0,5,seed_3248434-lb_1--7eae99b1.png,,,3248434,9726,0.9906667,1.0
0,5,seed_3491477-lb_1--e5fb0f45.png,,,3491477,9726,0.9999993,0.99999774
1,0,seed_1121476-lb_1--e16f804d.png,,,1121476,9726,0.9972307,0.5051369
0,2,seed_6262825-lb_1--f5462059.png,,,6262825,9726,0.998623,0.75160086
0,5,seed_1967190-lb_1--ffcb9be9.png,,,1967190,9726,0.9999769,0.9999882
0,5,seed_5788554-lb_1--ec284873.png,,,5788554,9726,0.9999981,1.0
0,5,seed_1068697-lb_1--9229445f.png,,,1068697,9726,1.0,1.0
1,4,seed_3175909-lb_1--05cc02bf.png,,,3175909,9726,0.98344004,0.9412297
0,5,seed_2225956-lb_1--7be1de6f.png,,,2225956,9726,0.898264,0.92917234
0,5,seed_3991869-lb_1--69e59a32.png,,,3991869,9726,0.9938139,0.999255
0,5,seed_8455626-lb_1--139d7610.png,,,8455626,9726,0.99877876,1.0
0,5,seed_6341893-lb_1--3804c23d.png,,,6341893,9726,1.0,1.0
0,5,seed_1964389-lb_1--90cc95b7.png,,,1964389,9726,0.9999999,1.0
0,5,seed_9875940-lb_1--ad2ba6eb.png,,,9875940,9726,0.71006125,0.9791524
0,5,seed_6964386-lb_1--8f468b0b.png,,,6964386,9726,1.0,1.0
0,2,seed_4318366-lb_1--b5b21a4b.png,,,4318366,9726,0.62314147,0.80698854
0,5,seed_531224-lb_1--a5b1d74c.png,,,531224,9726,0.9999999,1.0
0,5,seed_1497587-lb_1--995594e5.png,,,1497587,9726,0.9999999,1.0
0,5,seed_834063-lb_1--55a266cd.png,,,834063,9726,0.99999976,1.0
0,5,seed_7667467-lb_1--0d047deb.png,,,7667467,9726,1.0,1.0
0,5,seed_5577110-lb_1--a7f1f58c.png,,,5577110,9726,0.9748037,0.89928705
0,5,seed_1298115-lb_1--536b2b85.png,,,1298115,9726,1.0,1.0
0,5,seed_3521072-lb_1--6461f3e8.png,,,3521072,9726,1.0,1.0
0,5,seed_2796808-lb_1--e80e4227.png,,,2796808,9726,1.0,1.0
0,5,seed_9339157-lb_1--093b1b6f.png,,,9339157,9726,0.9999994,0.9999751
0,5,seed_5460879-lb_1--8b90288b.png,,,5460879,9726,0.7401162,0.73505133
0,5,seed_380862-lb_1--760a51f9.png,,,380862,9726,0.9997284,0.99038714
0,5,seed_7899633-lb_1--2a0832e3.png,,,7899633,9726,0.999632,0.99740124
0,5,seed_9352536-lb_1--29c2eb3a.png,,,9352536,9726,0.9891951,0.99926895
1,4,seed_8962394-lb_1--50554cc2.png,,,8962394,9726,0.91342634,0.99740183
0,5,seed_5079836-lb_1--c634f6fa.png,,,5079836,9726,1.0,1.0
0,6,seed_9056295-lb_1--d1bc9ab3.png,,,9056295,9726,0.9993438,0.9993242
0,5,seed_5613976-lb_1--c35f7531.png,,,5613976,9726,0.9987293,1.0
0,5,seed_1522890-lb_1--347e801c.png,,,1522890,9726,0.9999987,0.9999964
0,2,seed_6707505-lb_1--67283304.png,,,6707505,9726,0.90173936,0.9945701
0,5,seed_8467477-lb_1--b0647443.png,,,8467477,9726,0.9999981,1.0
0,5,seed_2146627-lb_1--413c3f55.png,,,2146627,9726,0.99983096,0.9965245
0,5,seed_8798148-lb_1--bb1e1905.png,,,8798148,9726,0.99999833,1.0
0,5,seed_8984814-lb_1--34da53a2.png,,,8984814,9726,0.9975835,1.0
0,5,seed_4526238-lb_1--3f2cc34c.png,,,4526238,9726,1.0,1.0
0,4,seed_5997650-lb_1--f9a75e3f.png,,,5997650,9726,0.8297808,0.9744917
1,4,seed_108970-lb_1--caacf63f.png,,,108970,9726,0.99411243,0.993292
0,5,seed_9139297-lb_1--8ad3bd9b.png,,,9139297,9726,1.0,1.0
0,5,seed_5074561-lb_1--e728a06b.png,,,5074561,9726,0.9780165,0.9999999
0,5,seed_1715155-lb_1--e02fdbaa.png,,,1715155,9726,0.9998319,0.99999416
0,5,seed_5794326-lb_1--16781e35.png,,,5794326,9726,0.9999889,0.99999726
0,5,seed_9276634-lb_1--f19c104b.png,,,9276634,9726,0.99983,0.9997478
0,5,seed_5231213-lb_1--e685b9a8.png,,,5231213,9726,0.99995077,1.0
0,5,seed_7531419-lb_1--8a8f83ee.png,,,7531419,9726,1.0,1.0
0,5,seed_6434982-lb_1--838e6347.png,,,6434982,9726,0.99999046,1.0
1,4,seed_77890-lb_1--1c0ed200.png,,,77890,9726,0.9976174,0.594275
1,4,seed_1088916-lb_1--d9317626.png,,,1088916,9726,0.99887186,0.99996054
0,5,seed_350092-lb_1--bc7e15e8.png,,,350092,9726,1.0,1.0
0,5,seed_5362967-lb_1--0a83ddbf.png,,,5362967,9726,0.9974402,1.0
0,5,seed_6407079-lb_1--46362e04.png,,,6407079,9726,0.9999995,0.99999964
0,5,seed_4965236-lb_1--625521ab.png,,,4965236,9726,0.98056406,0.93675435
0,5,seed_2683474-lb_1--ff8a8733.png,,,2683474,9726,1.0,1.0
0,5,seed_7592013-lb_1--e9b25ef7.png,,,7592013,9726,0.9999963,1.0
0,4,seed_5194849-lb_1--78e2b137.png,,,5194849,9726,0.9943897,0.682091
1,0,seed_6786567-lb_1--f579b1a2.png,,,6786567,9726,0.9997315,0.91713184
0,5,seed_4908002-lb_1--edcdfaac.png,,,4908002,9726,0.99999917,0.7374432
0,5,seed_541803-lb_1--c5731e5c.png,,,541803,9726,0.99999976,1.0
0,5,seed_678964-lb_1--5bdbd170.png,,,678964,9726,0.99724954,1.0
0,5,seed_390031-lb_1--801243c8.png,,,390031,9726,0.9999999,1.0
0,5,seed_3253573-lb_1--1396b5c1.png,,,3253573,9726,0.99999905,1.0
0,5,seed_5412294-lb_1--2f4185da.png,,,5412294,9726,0.9999994,1.0
0,5,seed_6418129-lb_1--0347e52d.png,,,6418129,9726,0.99999976,0.99999964
0,5,seed_660387-lb_1--a64dea71.png,,,660387,9726,0.9999831,0.9998995
0,5,seed_2808043-lb_1--cb059b42.png,,,2808043,9726,0.9999999,1.0
1,4,seed_7282620-lb_1--e4a734c9.png,,,7282620,9726,0.92775524,0.999474
0,5,seed_2192373-lb_1--ab176d89.png,,,2192373,9726,0.9999827,0.9992561
0,5,seed_3789252-lb_1--afc27be0.png,,,3789252,9726,0.92704135,0.98886603
0,5,seed_555246-lb_1--6a9f9cf3.png,,,555246,9726,0.5548925,0.99977475
0,5,seed_1498951-lb_1--d4873812.png,,,1498951,9726,0.99835086,1.0
1,4,seed_2445906-lb_1--52c27848.png,,,2445906,9726,0.8246335,0.95461327
0,5,seed_2193767-lb_1--cee98045.png,,,2193767,9726,1.0,1.0
0,2,seed_2892882-lb_1--9e6b1dc7.png,,,2892882,9726,0.93890107,0.8950421
0,5,seed_5595369-lb_1--ea1a78df.png,,,5595369,9726,1.0,0.99989605
0,5,seed_5728270-lb_1--ff4a88d7.png,,,5728270,9726,0.99695086,1.0
0,5,seed_5623594-lb_1--5f8ccd33.png,,,5623594,9726,1.0,1.0
0,5,seed_2412892-lb_1--581766e9.png,,,2412892,9726,0.9995976,0.9999144
0,5,seed_5165149-lb_1--47439c57.png,,,5165149,9726,1.0,1.0
0,5,seed_3886249-lb_1--1966a3ea.png,,,3886249,9726,0.9972658,0.99934226
0,5,seed_2037417-lb_1--37636d65.png,,,2037417,9726,0.9998005,0.9998323
0,5,seed_3519368-lb_1--ca4fa18f.png,,,3519368,9726,0.9982786,0.99999607
0,5,seed_9764865-lb_1--e95914b2.png,,,9764865,9726,1.0,1.0
0,5,seed_420900-lb_1--771d4b3c.png,,,420900,9726,0.99999976,0.99999964
0,5,seed_6675903-lb_1--3378246b.png,,,6675903,9726,0.9766568,0.99732083
0,5,seed_1447699-lb_1--56ed6733.png,,,1447699,9726,0.99999833,1.0
0,5,seed_485292-lb_1--b7c04e8b.png,,,485292,9726,1.0,1.0
0,5,seed_7502962-lb_1--4691092c.png,,,7502962,9726,0.9997218,0.99999964
0,5,seed_3961781-lb_1--9bd4090f.png,,,3961781,9726,0.9999981,1.0
0,5,seed_8887718-lb_1--c26334e4.png,,,8887718,9726,1.0,1.0
0,5,seed_3316648-lb_1--9f51def4.png,,,3316648,9726,1.0,1.0
1,4,seed_7809753-lb_1--aaed0d0a.png,,,7809753,9726,0.64648765,0.98674935
0,5,seed_6285662-lb_1--5ff828b0.png,,,6285662,9726,1.0,1.0
0,5,seed_9008666-lb_1--e8eb178f.png,,,9008666,9726,0.9993262,0.9998491
0,6,seed_572837-lb_1--7d6ac4d9.png,,,572837,9726,0.9786734,0.9999131
0,5,seed_4783205-lb_1--25626961.png,,,4783205,9726,1.0,1.0
0,5,seed_8775751-lb_1--5e939a0a.png,,,8775751,9726,0.9999999,1.0
0,5,seed_8423665-lb_1--7c76456b.png,,,8423665,9726,0.9999995,0.9992125
0,5,seed_8553313-lb_1--89aaa403.png,,,8553313,9726,0.9999999,0.99998355
0,5,seed_2046740-lb_1--b3ee58a3.png,,,2046740,9726,0.9985927,0.9998292
0,5,seed_8802857-lb_1--d566f5b2.png,,,8802857,9726,0.99935776,1.0
0,5,seed_6239272-lb_1--60e77005.png,,,6239272,9726,0.9980609,0.99988985
1,4,seed_3659165-lb_1--93abb0e6.png,,,3659165,9726,0.82009155,0.99555135
0,5,seed_2234111-lb_1--34b9980a.png,,,2234111,9726,0.9999999,1.0
0,5,seed_405862-lb_1--e299e35b.png,,,405862,9726,0.999923,0.9999757
0,5,seed_1439381-lb_1--db75fb86.png,,,1439381,9726,1.0,1.0
0,5,seed_199668-lb_1--e8b59f2b.png,,,199668,9726,0.999724,1.0
0,5,seed_5976769-lb_1--86e5c273.png,,,5976769,9726,0.9999999,0.992109
0,5,seed_7920998-lb_1--aa3554dd.png,,,7920998,9726,0.5849031,0.9997533
0,5,seed_6605666-lb_1--9df1564c.png,,,6605666,9726,0.84556454,0.99999976
0,4,seed_5911959-lb_1--dbccb491.png,,,5911959,9726,0.998114,0.9646297
0,5,seed_6440600-lb_1--71cf6ff2.png,,,6440600,9726,0.98521245,0.99962974
0,5,seed_8561590-lb_1--61ee2c95.png,,,8561590,9726,0.9985285,0.999998
0,5,seed_4227883-lb_1--451420ce.png,,,4227883,9726,0.9999889,0.9999883
0,5,seed_224033-lb_1--a8a75055.png,,,224033,9726,1.0,1.0
0,5,seed_2921351-lb_1--251af4d1.png,,,2921351,9726,1.0,1.0
1,5,seed_4632145-lb_1--9d1bfa2a.png,,,4632145,9726,0.8521397,0.9953602
0,5,seed_5919131-lb_1--d0661b42.png,,,5919131,9726,0.9999665,1.0
0,5,seed_3284812-lb_1--9abc6cf7.png,,,3284812,9726,0.99956864,0.9999999
0,5,seed_1592341-lb_1--07042d1f.png,,,1592341,9726,0.9777404,0.5281834
0,5,seed_3705504-lb_1--1c0d012e.png,,,3705504,9726,0.9999913,0.99999297
0,5,seed_4306244-lb_1--0df85e15.png,,,4306244,9726,1.0,1.0
0,5,seed_5401414-lb_1--812c0212.png,,,5401414,9726,0.98324263,0.5168615
0,5,seed_9189800-lb_1--f79329f4.png,,,9189800,9726,0.9999881,1.0
0,5,seed_9530258-lb_1--ba7466ad.png,,,9530258,9726,1.0,1.0
0,5,seed_4112849-lb_1--9e3c0aea.png,,,4112849,9726,0.99999964,0.99979514
0,4,seed_5348041-lb_1--31ca1770.png,,,5348041,9726,0.6909756,0.98265266
0,5,seed_1276059-lb_1--66ecd518.png,,,1276059,9726,0.99999666,0.999977
0,5,seed_1749675-lb_1--9666c520.png,,,1749675,9726,0.999956,0.9999975
0,5,seed_214285-lb_1--7c6b6da5.png,,,214285,9726,0.99588275,0.99656063
0,5,seed_3694658-lb_1--8a1451bf.png,,,3694658,9726,0.99919075,1.0
0,5,seed_5035445-lb_1--6aa0c952.png,,,5035445,9726,0.8328325,0.85325843
0,5,seed_2254554-lb_1--6f8fe5e8.png,,,2254554,9726,0.9999993,1.0
0,5,seed_3256613-lb_1--12ee0143.png,,,3256613,9726,0.8637109,0.879549
0,1,seed_3216688-lb_1--6de9e0bc.png,,,3216688,9726,0.9840326,0.86156714
0,5,seed_5345272-lb_1--c61c9293.png,,,5345272,9726,1.0,1.0
0,5,seed_5121620-lb_1--359c3260.png,,,5121620,9726,0.9999963,0.9999999
0,5,seed_5161671-lb_1--71181cf7.png,,,5161671,9726,0.9989926,0.99841774
0,5,seed_854590-lb_1--0784eb5b.png,,,854590,9726,0.99995553,1.0
0,5,seed_5838833-lb_1--32a878fb.png,,,5838833,9726,0.99999964,1.0
0,5,seed_5205697-lb_1--9c63dea4.png,,,5205697,9726,1.0,1.0
0,5,seed_6153333-lb_1--8940f0ef.png,,,6153333,9726,1.0,1.0
0,5,seed_4314167-lb_1--ca5ef664.png,,,4314167,9726,0.9981335,0.9989631
0,5,seed_5986391-lb_1--72ee82a8.png,,,5986391,9726,0.9999999,1.0
0,5,seed_2957291-lb_1--e23b961e.png,,,2957291,9726,0.97782034,0.99999964
0,5,seed_7326967-lb_1--07f67aaf.png,,,7326967,9726,1.0,1.0
0,5,seed_9103131-lb_1--21fe4dc2.png,,,9103131,9726,0.977212,0.97409344
0,5,seed_7979172-lb_1--6a5e5634.png,,,7979172,9726,0.7956543,0.99991477
0,5,seed_9641793-lb_1--367b376f.png,,,9641793,9726,0.9999858,0.99999785
0,5,seed_3617439-lb_1--7cc77ffd.png,,,3617439,9726,0.82116485,0.9866129
1,2,seed_492574-lb_1--00aeea94.png,,,492574,9726,0.6038045,0.5564152
0,5,seed_2483276-lb_1--172e7971.png,,,2483276,9726,1.0,1.0
0,5,seed_768366-lb_1--ab4ceeff.png,,,768366,9726,0.8065687,0.9640765
0,4,seed_8804724-lb_1--b34b4df6.png,,,8804724,9726,0.57205945,0.95016235
0,4,seed_9674014-lb_1--8566467a.png,,,9674014,9726,0.9970421,0.82064646
0,5,seed_2600005-lb_1--8d703d7c.png,,,2600005,9726,0.9999988,0.99951243
0,5,seed_3625282-lb_1--1ef118d0.png,,,3625282,9726,0.9999969,0.9525117
0,5,seed_4879552-lb_1--37580354.png,,,4879552,9726,0.55909514,0.67235464
0,5,seed_1768720-lb_1--9abbd936.png,,,1768720,9726,0.9999722,0.99989915
0,5,seed_7807466-lb_1--953707f4.png,,,7807466,9726,0.95817494,0.9992561
0,5,seed_757533-lb_1--f64e7776.png,,,757533,9726,0.99761534,0.79633045
0,5,seed_6151943-lb_1--eb9a7a05.png,,,6151943,9726,0.99980515,0.99972826
0,5,seed_624616-lb_1--8bf34194.png,,,624616,9726,0.99977607,0.9502413
0,5,seed_6571460-lb_1--b12b8096.png,,,6571460,9726,0.9999925,1.0
0,5,seed_1655200-lb_1--3c52e629.png,,,1655200,9726,0.9999938,1.0
0,5,seed_2661433-lb_1--e5f21ef3.png,,,2661433,9726,0.99997234,0.9999988
0,5,seed_7238353-lb_1--1f0cb2ee.png,,,7238353,9726,1.0,1.0
0,5,seed_7836813-lb_1--c3af5622.png,,,7836813,9726,0.9999999,1.0
0,5,seed_6716512-lb_1--62458e5d.png,,,6716512,9726,0.9985672,0.995138
0,5,seed_4598225-lb_1--5dfd115a.png,,,4598225,9726,0.99999964,1.0
1,0,seed_1852027-lb_1--e928ca4e.png,,,1852027,9726,0.89926296,0.97282016
0,5,seed_9299302-lb_1--a3aa294d.png,,,9299302,9726,0.9999963,1.0
0,4,seed_1758254-lb_1--0ddfdc52.png,,,1758254,9726,0.9991684,0.68435276
0,4,seed_2142038-lb_1--aa66e2b3.png,,,2142038,9726,0.9977925,0.60434973
0,5,seed_8953722-lb_1--304cacc2.png,,,8953722,9726,0.9999896,1.0
0,0,seed_3352914-lb_1--915e14e3.png,,,3352914,9726,0.70118415,0.7303778
0,4,seed_3233285-lb_1--5e2759a4.png,,,3233285,9726,0.5198562,0.98425657
0,5,seed_3060108-lb_1--22341073.png,,,3060108,9726,0.9999579,1.0
0,5,seed_5482454-lb_1--2a217c57.png,,,5482454,9726,0.99990237,1.0
0,5,seed_8639232-lb_1--5821c60b.png,,,8639232,9726,0.9832277,0.999982
0,5,seed_3504013-lb_1--0cdc5e79.png,,,3504013,9726,1.0,1.0
0,5,seed_2379435-lb_1--ba5ddde4.png,,,2379435,9726,1.0,1.0
0,5,seed_5349773-lb_1--da8d6388.png,,,5349773,9726,0.9999988,1.0
0,5,seed_8683666-lb_1--ad87f47c.png,,,8683666,9726,0.7937681,0.7427818
0,1,seed_760991-lb_1--3c251057.png,,,760991,9726,0.997399,0.8628315
0,5,seed_5607088-lb_1--9de63124.png,,,5607088,9726,0.9995708,1.0
0,5,seed_4890057-lb_1--91885144.png,,,4890057,9726,0.9999863,0.9999999
0,5,seed_5733948-lb_1--4f1a9464.png,,,5733948,9726,1.0,0.9999987
